,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,1.000000,0.901352,0.716767,0.669793,0.528158,0.127150,0.201220,0.657974,0.234392,0.126290,0.153682,0.200581,0.381209,0.323325,0.019370,0.082273,0.312266,0.066079,-0.037872,0.251674,0.410315,0.343438,-0.003854,0.064230,0.337922,0.043698,-0.065894,0.449454,0.344713,-0.082700,-0.011565,0.368136,-0.071452,-0.172081,-0.009981,-0.428678,-0.425869,0.180879,-0.405401,-0.399096,-0.530273,-0.501337,0.156785,-0.442456,-0.427078,0.153831,0.432909,-0.037467,-0.151765,0.482141,-0.128407,-0.232432,-0.415777,-0.380088,-0.345347
6M-1M,0.901352,1.000000,1.000000,0.949151,0.848763,0.539725,0.608237,0.961487,0.586750,0.404121,0.543864,0.563471,0.624143,0.587911,0.361512,0.399925,0.585303,0.357214,0.209957,0.411549,0.568358,0.530881,0.248988,0.299042,0.521400,0.208957,0.020679,0.531939,0.469787,0.105456,0.154945,0.497091,-0.000511,-0.172258,0.070374,-0.342475,-0.325329,0.243139,-0.436973,-0.483022,-0.462769,-0.424956,0.170974,-0.509982,-0.544567,0.124067,0.396176,-0.251909,-0.412730,0.402208,-0.397520,-0.501363,-0.513073,-0.527609,-0.574682
1Y-1M,0.716767,1.000000,1.000000,1.000000,1.000000,0.687454,0.769517,1.000000,0.638560,0.381035,0.554570,0.761215,0.752862,0.719092,0.515768,0.538245,0.738914,0.432570,0.257664,0.637118,0.720050,0.683987,0.412512,0.448679,0.678432,0.277816,0.047839,0.559153,0.509187,0.162421,0.197975,0.556130,-0.056799,-0.258246,0.024278,-0.382037,-0.348518,0.237207,-0.552346,-0.606647,-0.487868,-0.424605,0.178667,-0.617931,-0.664990,0.120590,0.441125,-0.424567,-0.596694,0.409259,-0.633624,-0.696760,-0.677949,-0.697339,-0.682582
2Y-1M,0.669793,0.949151,1.000000,1.000000,1.000000,0.927646,0.931440,1.000000,0.773352,0.535871,0.467426,0.648948,0.833108,0.818165,0.631659,0.621358,0.794172,0.498646,0.311004,0.559749,0.851790,0.837799,0.585381,0.578897,0.771486,0.395013,0.147850,0.745621,0.711351,0.377062,0.363963,0.683270,0.090268,-0.132120,0.092790,-0.351936,-0.357841,0.183994,-0.596615,-0.655610,-0.483593,-0.466595,0.090779,-0.693494,-0.740187,-0.015835,0.370348,-0.567903,-0.726804,0.363947,-0.730072,-0.778571,-0.693511,-0.733929,-0.726145
3Y-1M,0.528158,0.848763,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.950902,0.770669,0.477729,0.630549,0.833052,0.859176,0.731496,0.713797,0.812363,0.611876,0.450476,0.521630,0.849250,0.885321,0.699479,0.684122,0.788968,0.522323,0.294031,0.752313,0.776162,0.510716,0.486140,0.705063,0.227025,0.015117,0.251693,-0.217003,-0.208672,0.190894,-0.478658,-0.551974,-0.391900,-0.370409,0.030873,-0.623472,-0.675051,-0.026432,0.267838,-0.570743,-0.712960,0.228811,-0.736066,-0.763434,-0.580546,-0.643734,-0.680561
5Y-1M,0.127150,0.539725,0.687454,0.927646,1.000000,1.000000,1.000000,0.783522,1.000000,1.000000,0.487198,0.567190,0.744918,0.803531,0.888678,0.850612,0.724527,0.803444,0.710677,0.428008,0.739096,0.814240,0.884369,0.843592,0.689710,0.746276,0.579257,0.675618,0.746706,0.746996,0.698868,0.617998,0.492060,0.315160,0.378460,0.166227,0.175479,0.151897,-0.149734,-0.248780,0.019518,0.008643,-0.050536,-0.316013,-0.389282,-0.100263,-0.082960,-0.574710,-0.646090,-0.151547,-0.691585,-0.662354,-0.222780,-0.331855,-0.511553
7Y-1M,0.201220,0.608237,0.769517,0.931440,1.000000,1.000000,1.000000,0.853890,1.000000,1.000000,0.497383,0.593116,0.742993,0.802247,0.868352,0.852737,0.751082,0.805387,0.712798,0.452401,0.732020,0.807657,0.854793,0.841597,0.715250,0.743056,0.575388,0.657575,0.730154,0.705327,0.686585,0.639677,0.476926,0.299764,0.384764,0.141488,0.185438,0.216236,-0.143838,-0.245165,-0.014026,0.015988,0.008339,-0.311806,-0.386881,-0.001903,-0.010227,-0.522316,-0.609135,-0.109518,-0.693572,-0.666245,-0.257839,-0.357732,-0.518422
10Y-1M,0.657974,0.961487,1.000000,1.000000,1.000000,0.783522,0.853890,1.000000,0.638052,0.361495,0.450291,0.641331,0.782485,0.770778,0.574333,0.586259,0.831476,0.436755,0.251236,0.539491,0.794957,0.784413,0.516101,0.538213,0.810780,0.321118,0.078141,0.670216,0.644036,0.305410,0.320857,0.723832,0.025565,-0.186561,0.067619,-0.388192,-0.343738,0.318354,-0.602768,-0.657917,-0.514752,-0.436410,0.232322,-0.687706,-0.732988,0.119490,0.514106,-0.520339,-0.687593,0.468605,-0.765040,-0.790802,-0.826850,-0.831026,-0.709230
20Y-1M,0.234392,0.586750,0.638560,0.773352,0.950902,1.000000,1.000000,0.638052,1.000000,1.000000,0.486720,0.530781,0.673372,0.741993,0.817595,0.812114,0.664371,0.810973,0.747468,0.389670,0.650962,0.738198,0.803657,0.800740,0.625177,0.759973,0.625807,0.609066,0.694154,0.685929,0.678609,0.572806,0.528249,0.375514,0.446236,0.204493,0.250863,0.196940,-0.033670,-0.133830,0.033910,0.060070,-0.032246,-0.215163,-0.284913,0.011891,-0.079464,-0.411526,-0.486417,-0.179705,-0.557156,-0.543842,-0.102914,-0.211620,-0.432250
30Y-1M,0.126290,0.404121,0.381035,0.535871,0.770669,1.000000,1.000000,0.361495,1.000000,1.000000,0.402674,0.407180,0.551196,0.637364,0.773941,0.769145,0.544116,0.807563,0.794587,0.293758,0.532450,0.640584,0.786358,0.781109,0.517543,0.795270,0.718843,0.521870,0.631780,0.711584,0.702418,0.486055,0.611788,0.504263,0.514764,0.343877,0.392968,0.173995,0.133378,0.039335,0.173592,0.190620,-0.074952,-0.057988,-0.117909,0.004269,-0.207475,-0.318986,-0.349173,-0.313849,-0.431199,-0.394719,0.088064,-0.021754,-0.271696
