,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,1.000000,0.188763,-0.011960,0.020332,0.038383,0.055721,0.075197,0.080424,0.112667,0.121132,-0.253885,-0.208672,-0.109518,-0.091126,-0.078609,-0.067923,-0.066603,-0.057746,-0.057479,-0.157008,-0.044194,-0.020719,-0.001409,0.018647,0.023253,0.052701,0.059218,0.060465,0.092584,0.124871,0.161565,0.167750,0.220285,0.227636,0.176616,0.186053,0.215997,0.190149,0.181056,0.173767,0.146738,0.190380,0.158430,0.146627,0.139210,0.165093,0.129502,0.119216,0.111251,0.038195,0.089764,0.083903,0.094367,0.085120,0.033703
6M-1M,0.188763,1.000000,0.910138,0.794310,0.774815,0.768783,0.749524,0.742917,0.718449,0.703969,0.901922,0.852984,0.765207,0.747739,0.742256,0.722893,0.715908,0.689578,0.674172,0.742410,0.637050,0.607958,0.590301,0.543919,0.525824,0.436448,0.394272,0.440561,0.377875,0.315915,0.198631,0.148234,-0.090530,-0.175795,-0.150166,-0.265645,-0.495904,-0.501272,-0.666654,-0.709686,-0.309297,-0.604519,-0.574929,-0.698305,-0.732597,-0.712616,-0.646100,-0.719475,-0.742758,-0.322043,-0.667168,-0.703133,-0.683568,-0.712613,-0.535642
1Y-1M,-0.011960,0.910138,1.000000,0.929211,0.905717,0.887816,0.870141,0.856527,0.830415,0.818324,0.901693,0.980411,0.925365,0.904161,0.888052,0.872308,0.859162,0.836387,0.825176,0.953257,0.841534,0.805170,0.774695,0.733317,0.707770,0.625566,0.588665,0.605663,0.524457,0.431643,0.308225,0.238621,-0.025846,-0.115642,-0.182368,-0.372464,-0.607392,-0.627932,-0.800995,-0.839898,-0.461237,-0.741446,-0.723062,-0.838409,-0.865677,-0.775549,-0.755554,-0.828819,-0.845146,-0.445021,-0.788619,-0.813012,-0.777973,-0.797379,-0.568183
2Y-1M,0.020332,0.794310,0.929211,1.000000,0.994703,0.983498,0.976895,0.966439,0.948576,0.943469,0.773407,0.904815,0.991553,0.988664,0.979251,0.974496,0.964436,0.949585,0.945251,0.923265,0.974299,0.959221,0.939484,0.915690,0.895877,0.835492,0.810433,0.856847,0.794858,0.711824,0.611392,0.542631,0.293468,0.208930,-0.001824,-0.250772,-0.488447,-0.528145,-0.746651,-0.786980,-0.428868,-0.691221,-0.683728,-0.834794,-0.859690,-0.724367,-0.720195,-0.837077,-0.849217,-0.441821,-0.822521,-0.837078,-0.821838,-0.826976,-0.553584
3Y-1M,0.038383,0.774815,0.905717,0.994703,1.000000,0.994896,0.991192,0.983639,0.967784,0.962778,0.746266,0.878281,0.983944,0.991608,0.988208,0.986216,0.978998,0.965799,0.961434,0.899491,0.974806,0.972993,0.961280,0.941733,0.925887,0.869947,0.845490,0.878219,0.835920,0.764910,0.671215,0.607254,0.363548,0.278244,0.100980,-0.160578,-0.406355,-0.451570,-0.691770,-0.737566,-0.374546,-0.642263,-0.635723,-0.805955,-0.835205,-0.701861,-0.688737,-0.823546,-0.839338,-0.411708,-0.813998,-0.832507,-0.825239,-0.832599,-0.562558
5Y-1M,0.055721,0.768783,0.887816,0.983498,0.994896,1.000000,0.997580,0.993566,0.978438,0.972067,0.732699,0.857358,0.970555,0.984278,0.990977,0.990125,0.986385,0.973540,0.967667,0.874945,0.962826,0.968785,0.970015,0.952280,0.941024,0.886701,0.860625,0.879066,0.848845,0.798339,0.708097,0.650512,0.409798,0.321681,0.159772,-0.071494,-0.330110,-0.377044,-0.638679,-0.691781,-0.279072,-0.572731,-0.568428,-0.765178,-0.802045,-0.691933,-0.659888,-0.811682,-0.833403,-0.371409,-0.802191,-0.828443,-0.829289,-0.842550,-0.583120
7Y-1M,0.075197,0.749524,0.870141,0.976895,0.991192,0.997580,1.000000,0.996960,0.986825,0.981371,0.705165,0.836234,0.961464,0.978067,0.985946,0.989758,0.986917,0.978637,0.973533,0.860409,0.961589,0.971166,0.974280,0.963171,0.953390,0.907042,0.882614,0.889508,0.864293,0.816726,0.737010,0.681166,0.451640,0.364802,0.187648,-0.048039,-0.290670,-0.341248,-0.602962,-0.657670,-0.266063,-0.535100,-0.535924,-0.734047,-0.772767,-0.640065,-0.619828,-0.779304,-0.803939,-0.360539,-0.780920,-0.809210,-0.807776,-0.823812,-0.577461
10Y-1M,0.080424,0.742917,0.856527,0.966439,0.983639,0.993566,0.996960,1.000000,0.992199,0.987132,0.696358,0.821889,0.950391,0.969864,0.981237,0.985968,0.989191,0.983142,0.978389,0.843213,0.950772,0.964092,0.971725,0.962000,0.960017,0.917249,0.893481,0.885988,0.866748,0.826674,0.749813,0.705579,0.481918,0.395585,0.215366,-0.011871,-0.256272,-0.292275,-0.563020,-0.620356,-0.231066,-0.504514,-0.486261,-0.698139,-0.739942,-0.627278,-0.570550,-0.749743,-0.777842,-0.286765,-0.746217,-0.780009,-0.798831,-0.816327,-0.576037
20Y-1M,0.112667,0.718449,0.830415,0.948576,0.967784,0.978438,0.986825,0.992199,1.000000,0.997123,0.658078,0.790000,0.928448,0.949892,0.961803,0.971212,0.976638,0.985469,0.982657,0.818836,0.937180,0.953114,0.961929,0.959092,0.960337,0.939399,0.919050,0.883953,0.868711,0.831189,0.766060,0.726752,0.535495,0.452798,0.234017,0.005667,-0.217676,-0.251562,-0.497680,-0.556329,-0.219194,-0.462031,-0.442784,-0.630942,-0.675313,-0.565336,-0.512602,-0.673541,-0.707079,-0.255547,-0.669572,-0.710839,-0.717605,-0.746054,-0.556115
30Y-1M,0.121132,0.703969,0.818324,0.943469,0.962778,0.972067,0.981371,0.987132,0.997123,1.000000,0.640093,0.776507,0.922273,0.943808,0.954305,0.964543,0.970321,0.981131,0.984033,0.809844,0.936069,0.952115,0.959390,0.958060,0.959953,0.942814,0.930253,0.889826,0.874311,0.834522,0.772115,0.733819,0.548661,0.476268,0.234742,-0.000273,-0.217083,-0.249302,-0.489734,-0.537987,-0.230102,-0.461666,-0.440215,-0.622282,-0.655473,-0.551560,-0.500016,-0.658875,-0.680410,-0.249148,-0.655640,-0.681259,-0.703179,-0.713459,-0.491517
