,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,1.000000,0.447325,0.234049,0.129241,0.077724,0.150195,0.090095,0.020613,0.077984,0.074241,-0.259236,-0.417961,-0.082145,-0.048068,0.066540,0.024710,-0.035338,0.032763,0.037927,-0.213745,-0.008137,-0.004173,0.097714,0.048360,-0.015961,0.048783,0.050673,0.060607,0.035983,0.123009,0.067860,0.001376,0.061468,0.060776,0.001482,0.132796,0.059435,-0.014459,0.047734,0.048356,0.187919,0.070478,-0.015635,0.046717,0.046674,-0.075433,-0.121646,-0.003025,0.009302,-0.137882,0.019659,0.025917,0.114996,0.083607,0.037827
6M-1M,0.447325,1.000000,0.516163,0.187225,0.214941,0.255452,0.236124,0.158543,0.119928,0.068791,0.747834,0.197519,0.093320,0.159010,0.219769,0.207615,0.133453,0.099913,0.052620,-0.485035,-0.120956,0.032822,0.136146,0.143466,0.077875,0.054333,0.015885,0.029251,0.124700,0.194397,0.187231,0.115103,0.084300,0.040578,0.212898,0.243394,0.211677,0.115151,0.075761,0.033972,0.213347,0.176392,0.070229,0.039697,0.005921,0.106625,-0.017096,-0.019037,-0.041206,-0.105817,-0.054575,-0.066960,-0.015776,-0.047137,-0.089838
1Y-1M,0.234049,0.516163,1.000000,0.352848,0.304624,0.176675,0.087481,-0.069588,-0.201903,-0.272912,0.383661,0.785408,0.305002,0.275719,0.158402,0.072428,-0.082652,-0.213041,-0.282005,0.498638,0.196473,0.215149,0.116200,0.039020,-0.112699,-0.237286,-0.300914,0.046127,0.125136,0.053772,-0.008653,-0.150367,-0.264294,-0.321223,0.194367,0.048155,-0.026196,-0.172593,-0.263868,-0.310693,-0.052737,-0.101149,-0.229328,-0.291390,-0.325747,-0.141158,-0.287321,-0.324590,-0.346466,-0.352962,-0.329681,-0.344797,-0.273099,-0.312870,-0.361134
2Y-1M,0.129241,0.187225,0.352848,1.000000,0.939181,0.761763,0.626815,0.332436,-0.142628,-0.360460,0.106245,0.247425,0.977645,0.924666,0.757805,0.620688,0.325068,-0.148857,-0.365910,0.170785,0.952459,0.926102,0.757050,0.620219,0.320280,-0.155864,-0.371204,0.950960,0.910486,0.728547,0.595166,0.300731,-0.163552,-0.373378,0.707046,0.488151,0.376291,0.071030,-0.339598,-0.496096,0.253230,0.195477,-0.095787,-0.449778,-0.570445,0.098849,-0.266692,-0.603698,-0.684022,-0.497122,-0.724000,-0.760119,-0.772411,-0.792434,-0.801967
3Y-1M,0.077724,0.214941,0.304624,0.939181,1.000000,0.877818,0.744745,0.446357,-0.019839,-0.250491,0.174417,0.235162,0.927443,0.992086,0.879312,0.742449,0.441825,-0.023419,-0.253838,0.093496,0.882403,0.983155,0.872488,0.737636,0.433032,-0.034202,-0.262459,0.901972,0.983105,0.852336,0.718197,0.417557,-0.039481,-0.262592,0.906901,0.677218,0.538965,0.208580,-0.210502,-0.383967,0.397455,0.318008,0.001260,-0.355478,-0.487127,0.177489,-0.210066,-0.537670,-0.624646,-0.465034,-0.672248,-0.712479,-0.715058,-0.743110,-0.765001
5Y-1M,0.150195,0.255452,0.176675,0.761763,0.877818,1.000000,0.951872,0.766249,0.420770,0.197501,0.164368,0.069465,0.733762,0.860548,0.996459,0.945596,0.757531,0.415007,0.192428,-0.078141,0.690553,0.850535,0.992598,0.944655,0.752707,0.406269,0.184391,0.754856,0.880423,0.992345,0.938456,0.744995,0.402773,0.185125,0.872980,0.937277,0.850734,0.596682,0.244406,0.061531,0.788429,0.702688,0.419530,0.097600,-0.051088,0.495433,0.156888,-0.127772,-0.232531,-0.115755,-0.298761,-0.355519,-0.374254,-0.413306,-0.458229
7Y-1M,0.090095,0.236124,0.087481,0.626815,0.744745,0.951872,1.000000,0.914491,0.610701,0.395198,0.188108,0.024384,0.610877,0.734795,0.952998,0.997855,0.909074,0.608146,0.392721,-0.149649,0.560179,0.717968,0.945710,0.995546,0.903981,0.598580,0.383557,0.640271,0.758949,0.954710,0.995372,0.899169,0.595643,0.384422,0.764525,0.945052,0.957765,0.791328,0.452433,0.267223,0.867122,0.869541,0.651399,0.319998,0.162005,0.737825,0.433874,0.108169,-0.015768,0.146119,-0.101990,-0.172202,-0.243060,-0.274088,-0.311044
10Y-1M,0.020613,0.158543,-0.069588,0.332436,0.446357,0.766249,0.914491,1.000000,0.846916,0.686917,0.155906,-0.078148,0.329743,0.444598,0.771570,0.916590,0.998435,0.848111,0.687571,-0.231503,0.286763,0.427123,0.765250,0.915986,0.996700,0.841303,0.680049,0.377913,0.478319,0.786100,0.924689,0.996697,0.838533,0.679840,0.511266,0.853383,0.964728,0.964357,0.736975,0.586035,0.894708,0.968876,0.895417,0.641363,0.503090,0.904278,0.754802,0.475531,0.353191,0.533889,0.269082,0.191588,0.070230,0.050401,0.021538
20Y-1M,0.077984,0.119928,-0.201903,-0.142628,-0.019839,0.420770,0.610701,0.846916,1.000000,0.965572,0.071621,-0.238312,-0.159884,-0.029697,0.418023,0.607882,0.842204,0.998974,0.964704,-0.327521,-0.181326,-0.042747,0.416093,0.610336,0.845300,0.997832,0.961379,-0.085526,0.018135,0.452209,0.632506,0.855757,0.997942,0.961097,0.134138,0.643583,0.778816,0.935736,0.979391,0.921698,0.831556,0.882291,0.956298,0.941553,0.876215,0.804146,0.872194,0.845969,0.777684,0.794462,0.725447,0.671462,0.589892,0.570145,0.529306
30Y-1M,0.074241,0.068791,-0.272912,-0.360460,-0.250491,0.197501,0.395198,0.686917,0.965572,1.000000,0.019177,-0.302281,-0.378022,-0.260310,0.193011,0.391811,0.682481,0.964630,0.999339,-0.348269,-0.385590,-0.269222,0.193736,0.395817,0.687948,0.966595,0.998598,-0.294610,-0.208477,0.234609,0.423031,0.702973,0.968689,0.998720,-0.073559,0.460012,0.602953,0.827633,0.991125,0.988721,0.700038,0.746820,0.892259,0.987081,0.967509,0.685085,0.854197,0.939566,0.907506,0.853627,0.869510,0.836820,0.768280,0.760433,0.731790
6M-3M,-0.259236,0.747834,0.383661,0.106245,0.174417,0.164368,0.188108,0.155906,0.071621,0.019177,1.000000,0.523546,0.161750,0.207391,0.187932,0.205857,0.170344,0.083575,0.028670,-0.365118,-0.124578,0.038542,0.074489,0.119029,0.095943,0.022463,-0.020460,-0.013401,0.107951,0.118617,0.151814,0.123276,0.045406,-0.001294,0.228804,0.164263,0.184468,0.135082,0.046380,0.000792,0.090898,0.138167,0.087445,0.008190,-0.028251,0.171136,0.071835,-0.018313,-0.051402,-0.011921,-0.073528,-0.091547,-0.102397,-0.112964,-0.125093
1Y-3M,-0.417961,0.197519,0.785408,0.247425,0.235162,0.069465,0.024384,-0.078148,-0.238312,-0.302281,0.523546,1.000000,0.337298,0.288240,0.105651,0.051947,-0.054734,-0.219929,-0.287658,0.602020,0.188769,0.203696,0.046369,0.005672,-0.095147,-0.252783,-0.313441,0.004516,0.094021,-0.028070,-0.051290,-0.141382,-0.286096,-0.338851,0.180676,-0.039549,-0.062317,-0.152069,-0.276954,-0.321104,-0.168919,-0.139386,-0.204333,-0.302024,-0.334100,-0.083876,-0.191031,-0.301377,-0.329667,-0.242030,-0.320577,-0.338685,-0.328403,-0.345581,-0.361534
