,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6M-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6M-3M,,,,,,,,,,,1.000000,0.735187,0.376157,0.470946,0.627128,0.649565,0.658606,,0.712068,0.286845,-0.168364,0.076158,0.281918,0.315255,0.294097,,0.391403,-0.425363,-0.167221,0.169167,0.213572,0.139990,,0.263801,0.276598,0.483591,0.494938,0.446605,,0.497771,0.389717,0.425926,0.326933,,0.375717,0.166995,-0.060660,,0.206921,-0.276353,,0.160003,,0.474262,
1Y-3M,,,,,,,,,,,0.735187,1.000000,0.639230,0.861970,0.903929,0.892864,0.874364,,0.848283,0.860263,0.262065,0.638920,0.752775,0.750160,0.711787,,0.713426,-0.428693,0.200390,0.341963,0.310192,0.146648,,0.133741,0.561296,0.596196,0.558954,0.453505,,0.418206,0.127935,0.102730,-0.077097,,-0.056888,-0.056120,-0.414807,,-0.305471,-0.592717,,-0.366519,,0.011574,
2Y-3M,,,,,,,,,,,0.376157,0.639230,1.000000,0.737417,0.698478,0.668081,0.623176,,0.570655,0.620454,0.849998,0.661910,0.675833,0.647497,0.587489,,0.544100,0.420735,0.488359,0.483710,0.403767,0.224724,,0.138654,-0.026254,-0.065170,-0.099992,-0.219484,,-0.239943,-0.070157,-0.131074,-0.320671,,-0.302390,-0.192768,-0.549696,,-0.523618,-0.657278,,-0.562172,,-0.207831,
3Y-3M,,,,,,,,,,,0.470946,0.861970,0.737417,1.000000,0.912125,0.902905,0.888092,,0.818019,0.863942,0.516755,0.915466,0.892495,0.893631,0.872557,,0.816944,-0.150511,0.669407,0.586916,0.548747,0.400405,,0.277769,0.655845,0.505595,0.474847,0.372750,,0.292631,-0.179309,-0.184765,-0.347100,,-0.337801,-0.043324,-0.393228,,-0.436918,-0.572575,,-0.549520,,-0.265776,
5Y-3M,,,,,,,,,,,0.627128,0.903929,0.698478,0.912125,1.000000,0.989279,0.978009,,0.958795,0.805769,0.386533,0.744900,0.924121,0.924051,0.902046,,0.916822,-0.245755,0.438098,0.711009,0.665017,0.515061,,0.480226,0.569308,0.668590,0.629026,0.523735,,0.494664,0.239717,0.210366,0.026076,,0.039870,-0.051685,-0.412080,,-0.268927,-0.593221,,-0.321113,,0.076365,
7Y-3M,,,,,,,,,,,0.649565,0.892864,0.668081,0.902905,0.989279,1.000000,0.992853,,0.977051,0.773256,0.341439,0.724245,0.899909,0.926315,0.908730,,0.928592,-0.268413,0.436495,0.705647,0.705073,0.563420,,0.530477,0.589636,0.685228,0.673557,0.572555,,0.544045,0.235824,0.255615,0.076268,,0.085199,0.094709,-0.297007,,-0.169305,-0.570428,,-0.289245,,0.101105,
10Y-3M,,,,,,,,,,,0.658606,0.874364,0.623176,0.888092,0.978009,0.992853,1.000000,,0.987789,0.740311,0.288526,0.703378,0.881591,0.912914,0.912903,,0.937766,-0.299344,0.434979,0.711299,0.719117,0.608247,,0.577468,0.617901,0.716174,0.708606,0.626234,,0.597808,0.243857,0.272590,0.122830,,0.127602,0.122666,-0.212985,,-0.093234,-0.468330,,-0.207539,,0.125426,
20Y-3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-3M,,,,,,,,,,,0.712068,0.848283,0.570655,0.818019,0.958795,0.977051,0.987789,,1.000000,0.663241,0.202255,0.599789,0.831698,0.866698,0.868394,,0.924801,-0.330280,0.337779,0.711964,0.726828,0.626017,,0.638236,0.572891,0.743959,0.739647,0.663359,,0.660276,0.363707,0.394066,0.249207,,0.265052,0.145579,-0.176321,,0.015786,-0.435377,,-0.078706,,0.278461,
1Y-6M,,,,,,,,,,,0.286845,0.860263,0.620454,0.863942,0.805769,0.773256,0.740311,,0.663241,1.000000,0.496992,0.845658,0.851802,0.823031,0.784715,,0.713844,-0.285907,0.408971,0.356034,0.277736,0.101955,,-0.009409,0.585199,0.478831,0.417666,0.304996,,0.216626,-0.112322,-0.175177,-0.354856,,-0.362988,-0.204914,-0.540593,,-0.587334,-0.629788,,-0.638321,,-0.340356,
2Y-6M,,,,,,,,,,,-0.168364,0.262065,0.849998,0.516755,0.386533,0.341439,0.288526,,0.202255,0.496992,1.000000,0.660880,0.558709,0.509609,0.457799,,0.356317,0.689439,0.614617,0.418420,0.308126,0.159484,,-0.002474,-0.185188,-0.344274,-0.387771,-0.487414,,-0.538269,-0.296207,-0.381601,-0.527023,,-0.535311,-0.300022,-0.550311,,-0.674699,-0.542133,,-0.689040,,-0.490741,
3Y-6M,,,,,,,,,,,0.076158,0.638920,0.661910,0.915466,0.744900,0.724245,0.703378,,0.599789,0.845658,0.660880,1.000000,0.880180,0.866257,0.852088,,0.744844,0.023907,0.832899,0.586219,0.522821,0.388717,,0.193627,0.615124,0.350879,0.310949,0.217597,,0.103700,-0.380438,-0.403122,-0.541451,,-0.553194,-0.125143,-0.416791,,-0.588229,-0.521116,,-0.694100,,-0.516736,
5Y-6M,,,,,,,,,,,0.281918,0.752775,0.675833,0.892495,0.924121,0.899909,0.881591,,0.831698,0.851802,0.558709,0.880180,1.000000,0.983561,0.966835,,0.937302,-0.094048,0.621663,0.792808,0.714373,0.565760,,0.462115,0.565565,0.586315,0.532015,0.426032,,0.365124,0.104097,0.050181,-0.128259,,-0.135199,-0.145584,-0.477827,,-0.432761,-0.595141,,-0.474025,,-0.138588,
7Y-6M,,,,,,,,,,,0.315255,0.750160,0.647497,0.893631,0.924051,0.926315,0.912914,,0.866698,0.823031,0.509609,0.866257,0.983561,1.000000,0.988536,,0.965109,-0.124253,0.627691,0.796955,0.774235,0.633886,,0.531416,0.598917,0.615663,0.595472,0.493353,,0.432414,0.101239,0.107999,-0.066806,,-0.079832,0.035464,-0.340663,,-0.313860,-0.575063,,-0.440318,,-0.108811,
10Y-6M,,,,,,,,,,,0.294097,0.711787,0.587489,0.872557,0.902046,0.908730,0.912903,,0.868394,0.784715,0.457799,0.852088,0.966835,0.988536,1.000000,,0.978797,-0.149482,0.643196,0.811698,0.797541,0.696633,,0.590378,0.634793,0.647335,0.631567,0.553160,,0.489300,0.098340,0.115194,-0.021326,,-0.041728,0.065220,-0.237620,,-0.230663,-0.444948,,-0.350398,,-0.097946,
20Y-6M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-6M,,,,,,,,,,,0.391403,0.713426,0.544100,0.816944,0.916822,0.928592,0.937766,,0.924801,0.713844,0.356317,0.744844,0.937302,0.965109,0.978797,,1.000000,-0.202390,0.533321,0.841469,0.836887,0.744632,,0.693557,0.600979,0.713025,0.701225,0.627428,,0.595664,0.265516,0.285686,0.149468,,0.143801,0.100314,-0.198225,,-0.091435,-0.420879,,-0.189857,,0.107977,
2Y-1Y,,,,,,,,,,,-0.425363,-0.428693,0.420735,-0.150511,-0.245755,-0.268413,-0.299344,,-0.330280,-0.285907,0.689439,0.023907,-0.094048,-0.124253,-0.149482,,-0.202390,1.000000,0.337337,0.164866,0.108427,0.091013,,0.005122,-0.692987,-0.779876,-0.776853,-0.792839,,-0.775232,-0.233341,-0.275174,-0.285779,,-0.288143,-0.160264,-0.156455,,-0.254800,-0.072969,,-0.228076,,-0.257816,
3Y-1Y,,,,,,,,,,,-0.167221,0.200390,0.488359,0.669407,0.438098,0.436495,0.434979,,0.337779,0.408971,0.614617,0.832899,0.621663,0.627691,0.643196,,0.533321,0.337337,1.000000,0.633124,0.605918,0.558899,,0.340815,0.444921,0.103416,0.098569,0.055788,,-0.047318,-0.533995,-0.507604,-0.557804,,-0.569448,-0.001488,-0.152070,,-0.396723,-0.237955,,-0.524871,,-0.530582,
5Y-1Y,,,,,,,,,,,0.169167,0.341963,0.483710,0.586916,0.711009,0.705647,0.711299,,0.711964,0.356034,0.418420,0.586219,0.792808,0.796955,0.811698,,0.841469,0.164866,0.633124,1.000000,0.951181,0.890590,,0.835270,0.328030,0.488793,0.463094,0.405121,,0.399285,0.316365,0.293316,0.184056,,0.181137,-0.021293,-0.223417,,-0.088648,-0.328911,,-0.102937,,0.148761,
7Y-1Y,,,,,,,,,,,0.213572,0.310192,0.403767,0.548747,0.665017,0.705073,0.719117,,0.726828,0.277736,0.308126,0.522821,0.714373,0.774235,0.797541,,0.836887,0.108427,0.605918,0.951181,1.000000,0.958494,,0.909274,0.360886,0.507732,0.541737,0.494567,,0.489968,0.296383,0.377853,0.282415,,0.269444,0.288310,0.026198,,0.123612,-0.270859,,-0.033456,,0.195214,
10Y-1Y,,,,,,,,,,,0.139990,0.146648,0.224724,0.400405,0.515061,0.563420,0.608247,,0.626017,0.101955,0.159484,0.388717,0.565760,0.633886,0.696633,,0.744632,0.091013,0.558899,0.890590,0.958494,1.000000,,0.958369,0.341444,0.484684,0.530171,0.534744,,0.534537,0.287825,0.387622,0.376487,,0.353158,0.341839,0.244337,,0.309603,0.014839,,0.176456,,0.236741,
20Y-1Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-1Y,,,,,,,,,,,0.263801,0.133741,0.138654,0.277769,0.480226,0.530477,0.577468,,0.638236,-0.009409,-0.002474,0.193627,0.462115,0.531416,0.590378,,0.693557,0.005122,0.340815,0.835270,0.909274,0.958369,,1.000000,0.256137,0.525546,0.571618,0.582148,,0.627697,0.494672,0.588130,0.578463,,0.578736,0.354031,0.273064,,0.473631,0.046894,,0.385545,,0.504301,
3Y-2Y,,,,,,,,,,,0.276598,0.561296,-0.026254,0.655845,0.569308,0.589636,0.617901,,0.572891,0.585199,-0.185188,0.615124,0.565565,0.598917,0.634793,,0.600979,-0.692987,0.444921,0.328030,0.360886,0.341444,,0.256137,1.000000,0.821123,0.814534,0.796978,,0.701266,-0.186969,-0.126961,-0.155318,,-0.161987,0.151325,0.032379,,-0.061427,-0.112818,,-0.184991,,-0.161072,
5Y-2Y,,,,,,,,,,,0.483591,0.596196,-0.065170,0.505595,0.668590,0.685228,0.716174,,0.743959,0.478831,-0.344274,0.350879,0.586315,0.615663,0.647335,,0.713025,-0.779876,0.103416,0.488793,0.507732,0.484684,,0.525546,0.821123,1.000000,0.981017,0.958365,,0.939088,0.407162,0.429536,0.369578,,0.369816,0.128241,-0.003399,,0.169114,-0.144191,,0.136409,,0.322446,
7Y-2Y,,,,,,,,,,,0.494938,0.558954,-0.099992,0.474847,0.629026,0.673557,0.708606,,0.739647,0.417666,-0.387771,0.310949,0.532015,0.595472,0.631567,,0.701225,-0.776853,0.098569,0.463094,0.541737,0.530171,,0.571618,0.814534,0.981017,1.000000,0.983637,,0.965837,0.385032,0.472007,0.420521,,0.414305,0.318129,0.148882,,0.293739,-0.109868,,0.171655,,0.341644,
10Y-2Y,,,,,,,,,,,0.446605,0.453505,-0.219484,0.372750,0.523735,0.572555,0.626234,,0.663359,0.304996,-0.487414,0.217597,0.426032,0.493353,0.553160,,0.627428,-0.792839,0.055788,0.405121,0.494567,0.534744,,0.582148,0.796978,0.958365,0.983637,1.000000,,0.984933,0.374139,0.470709,0.472893,,0.460622,0.345186,0.282285,,0.405675,0.070998,,0.301517,,0.363645,
20Y-2Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-2Y,,,,,,,,,,,0.497771,0.418206,-0.239943,0.292631,0.494664,0.544045,0.597808,,0.660276,0.216626,-0.538269,0.103700,0.365124,0.432414,0.489300,,0.595664,-0.775232,-0.047318,0.399285,0.489968,0.534537,,0.627697,0.701266,0.939088,0.965837,0.984933,,1.000000,0.494126,0.585727,0.587876,,0.589889,0.348397,0.294286,,0.497539,0.086427,,0.421093,,0.519261,
5Y-3Y,,,,,,,,,,,0.389717,0.127935,-0.070157,-0.179309,0.239717,0.235824,0.243857,,0.363707,-0.112322,-0.296207,-0.380438,0.104097,0.101239,0.098340,,0.265516,-0.233341,-0.533995,0.316365,0.296383,0.287825,,0.494672,-0.186969,0.407162,0.385032,0.374139,,0.494126,1.000000,0.942480,0.884659,,0.895742,-0.021434,-0.057666,,0.389376,-0.067640,,0.530818,,0.812744,
7Y-3Y,,,,,,,,,,,0.425926,0.102730,-0.131074,-0.184765,0.210366,0.255615,0.272590,,0.394066,-0.175177,-0.381601,-0.403122,0.050181,0.107999,0.115194,,0.285686,-0.275174,-0.507604,0.293316,0.377853,0.387622,,0.588130,-0.126961,0.429536,0.472007,0.470709,,0.585727,0.942480,1.000000,0.955061,,0.954566,0.313984,0.205359,,0.595599,-0.016410,,0.574631,,0.828937,
10Y-3Y,,,,,,,,,,,0.326933,-0.077097,-0.320671,-0.347100,0.026076,0.076268,0.122830,,0.249207,-0.354856,-0.527023,-0.541451,-0.128259,-0.066806,-0.021326,,0.149468,-0.285779,-0.557804,0.184056,0.282415,0.376487,,0.578463,-0.155318,0.369578,0.420521,0.472893,,0.587876,0.884659,0.955061,1.000000,,0.989660,0.343806,0.414448,,0.753097,0.280696,,0.762998,,0.829717,
20Y-3Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-3Y,,,,,,,,,,,0.375717,-0.056888,-0.302390,-0.337801,0.039870,0.085199,0.127602,,0.265052,-0.362988,-0.535311,-0.553194,-0.135199,-0.079832,-0.041728,,0.143801,-0.288143,-0.569448,0.181137,0.269444,0.353158,,0.578736,-0.161987,0.369816,0.414305,0.460622,,0.589889,0.895742,0.954566,0.989660,,1.000000,0.310847,0.370673,,0.758268,0.247417,,0.792409,,0.901201,
7Y-5Y,,,,,,,,,,,0.166995,-0.056120,-0.192768,-0.043324,-0.051685,0.094709,0.122666,,0.145579,-0.204914,-0.300022,-0.125143,-0.145584,0.035464,0.065220,,0.100314,-0.160264,-0.001488,-0.021293,0.288310,0.341839,,0.354031,0.151325,0.128241,0.318129,0.345186,,0.348397,-0.021434,0.313984,0.343806,,0.310847,1.000000,0.778015,,0.675452,0.143040,,0.210988,,0.170837,
10Y-5Y,,,,,,,,,,,-0.060660,-0.414807,-0.549696,-0.393228,-0.412080,-0.297007,-0.212985,,-0.176321,-0.540593,-0.550311,-0.416791,-0.477827,-0.340663,-0.237620,,-0.198225,-0.156455,-0.152070,-0.223417,0.026198,0.244337,,0.273064,0.032379,-0.003399,0.148882,0.282285,,0.294286,-0.057666,0.205359,0.414448,,0.370673,0.778015,1.000000,,0.852533,0.733073,,0.597644,,0.190202,
20Y-5Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-5Y,,,,,,,,,,,0.206921,-0.305471,-0.523618,-0.436918,-0.268927,-0.169305,-0.093234,,0.015786,-0.587334,-0.674699,-0.588229,-0.432761,-0.313860,-0.230663,,-0.091435,-0.254800,-0.396723,-0.088648,0.123612,0.309603,,0.473631,-0.061427,0.169114,0.293739,0.405675,,0.497539,0.389376,0.595599,0.753097,,0.758268,0.675452,0.852533,,1.000000,0.611795,,0.863316,,0.675286,
10Y-7Y,,,,,,,,,,,-0.276353,-0.592717,-0.657278,-0.572575,-0.593221,-0.570428,-0.468330,,-0.435377,-0.629788,-0.542133,-0.521116,-0.595141,-0.575063,-0.444948,,-0.420879,-0.072969,-0.237955,-0.328911,-0.270859,0.014839,,0.046894,-0.112818,-0.144191,-0.109868,0.070998,,0.086427,-0.067640,-0.016410,0.280696,,0.247417,0.143040,0.733073,,0.611795,1.000000,,0.713090,,0.114688,
20Y-7Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-7Y,,,,,,,,,,,0.160003,-0.366519,-0.562172,-0.549520,-0.321113,-0.289245,-0.207539,,-0.078706,-0.638321,-0.689040,-0.694100,-0.474025,-0.440318,-0.350398,,-0.189857,-0.228076,-0.524871,-0.102937,-0.033456,0.176456,,0.385545,-0.184991,0.136409,0.171655,0.301517,,0.421093,0.530818,0.574631,0.762998,,0.792409,0.210988,0.597644,,0.863316,0.713090,,1.000000,,0.778229,
20Y-10Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-10Y,,,,,,,,,,,0.474262,0.011574,-0.207831,-0.265776,0.076365,0.101105,0.125426,,0.278461,-0.340356,-0.490741,-0.516736,-0.138588,-0.108811,-0.097946,,0.107977,-0.257816,-0.530582,0.148761,0.195214,0.236741,,0.504301,-0.161072,0.322446,0.341644,0.363645,,0.519261,0.812744,0.828937,0.829717,,0.901201,0.170837,0.190202,,0.675286,0.114688,,0.778229,,1.000000,
30Y-20Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
