,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,1.000000,0.923094,0.887997,0.903798,0.875795,0.907930,0.915288,0.909487,0.890859,0.873753,0.623331,0.581103,0.654239,0.570820,0.671117,0.676633,0.644698,0.568775,0.517850,0.305883,0.347831,0.225252,0.386227,0.325148,0.211941,0.057168,0.011525,0.248746,0.091723,0.269550,0.170587,0.061543,-0.045173,-0.073725,-0.308627,0.098598,-0.038599,-0.117488,-0.184946,-0.199749,0.285767,0.115562,0.009109,-0.082155,-0.106510,-0.184652,-0.218952,-0.256419,-0.258634,-0.239267,-0.270740,-0.267663,-0.258918,-0.255815,-0.226217
6M-1M,0.923094,1.000000,0.989928,0.957915,0.958335,0.958710,0.955067,0.939885,0.879572,0.840197,0.876114,0.837670,0.822393,0.781900,0.832833,0.825988,0.779624,0.628642,0.537194,0.502097,0.306571,0.276234,0.336064,0.232540,0.097355,-0.116571,-0.180417,0.061309,0.013588,0.092730,-0.031189,-0.131869,-0.262179,-0.299161,-0.090455,0.076723,-0.112680,-0.200621,-0.335025,-0.371220,0.118244,-0.043909,-0.135518,-0.267405,-0.305195,-0.294378,-0.319780,-0.427669,-0.448586,-0.325353,-0.457329,-0.472791,-0.490657,-0.496942,-0.463787
1Y-1M,0.887997,0.989928,1.000000,0.973451,0.979298,0.966611,0.955696,0.931780,0.861027,0.816776,0.899632,0.890257,0.882942,0.849813,0.879618,0.862112,0.800788,0.631712,0.531763,0.619473,0.386991,0.376461,0.390824,0.263827,0.100343,-0.135617,-0.205731,0.087129,0.068987,0.086466,-0.062322,-0.181074,-0.316137,-0.354026,-0.049305,0.018686,-0.185490,-0.277721,-0.411027,-0.446056,0.047769,-0.119134,-0.213868,-0.343673,-0.379904,-0.359874,-0.391004,-0.497419,-0.516887,-0.397886,-0.524491,-0.537953,-0.545974,-0.552601,-0.515018
2Y-1M,0.903798,0.957915,0.973451,1.000000,0.992087,0.991644,0.978779,0.953351,0.903019,0.869914,0.814731,0.827620,0.914960,0.857046,0.909125,0.888561,0.824215,0.691242,0.609126,0.634805,0.566899,0.513871,0.564615,0.432456,0.247786,0.014557,-0.054787,0.312843,0.258320,0.281267,0.103629,-0.050808,-0.186763,-0.223340,-0.160092,0.008888,-0.204794,-0.297444,-0.382427,-0.400895,0.117761,-0.081831,-0.191929,-0.290856,-0.315737,-0.383718,-0.412204,-0.459736,-0.462175,-0.415233,-0.463054,-0.460568,-0.438770,-0.438547,-0.397882
3Y-1M,0.875795,0.958335,0.979298,0.992087,1.000000,0.983882,0.963153,0.930699,0.867283,0.826440,0.850691,0.865705,0.927382,0.896240,0.921576,0.887902,0.811339,0.655779,0.561195,0.668197,0.539454,0.539256,0.537718,0.379961,0.180655,-0.060866,-0.134356,0.254138,0.269498,0.229623,0.031334,-0.127997,-0.264671,-0.303623,-0.034892,0.009483,-0.240815,-0.342877,-0.440895,-0.465689,0.031107,-0.168365,-0.273035,-0.373200,-0.400307,-0.450087,-0.474717,-0.529747,-0.536619,-0.470225,-0.530200,-0.533248,-0.505924,-0.512633,-0.478878
5Y-1M,0.907930,0.958710,0.966611,0.991644,0.983882,1.000000,0.994089,0.976310,0.934303,0.903586,0.811169,0.811423,0.896297,0.839293,0.920044,0.912431,0.862184,0.743568,0.664140,0.588613,0.536908,0.483922,0.590033,0.480389,0.312595,0.078309,0.004931,0.304857,0.250426,0.338869,0.178132,0.029893,-0.115255,-0.157281,-0.158080,0.137816,-0.090885,-0.197148,-0.295718,-0.321498,0.209336,0.004625,-0.109228,-0.216233,-0.246613,-0.325442,-0.351095,-0.402828,-0.409989,-0.355031,-0.410311,-0.413497,-0.397522,-0.401959,-0.373864
7Y-1M,0.915288,0.955067,0.955696,0.978779,0.963153,0.994089,1.000000,0.993213,0.962918,0.937554,0.794537,0.784818,0.866623,0.797268,0.902709,0.915904,0.885705,0.787694,0.716390,0.542139,0.504703,0.424915,0.580799,0.510356,0.371483,0.145159,0.072753,0.294157,0.200187,0.355962,0.234223,0.105214,-0.040891,-0.083903,-0.218652,0.190771,0.000129,-0.101067,-0.204265,-0.232455,0.289654,0.102954,-0.008373,-0.121662,-0.155143,-0.220860,-0.250900,-0.312796,-0.323874,-0.265137,-0.332131,-0.338603,-0.336823,-0.341012,-0.318017
10Y-1M,0.909487,0.939885,0.931780,0.953351,0.930699,0.976310,0.993213,1.000000,0.984078,0.965525,0.770938,0.748237,0.827158,0.747392,0.876684,0.909278,0.904145,0.832062,0.771497,0.480231,0.463959,0.360479,0.565021,0.532137,0.431373,0.218979,0.149362,0.282734,0.154018,0.374649,0.290200,0.188303,0.044559,0.001567,-0.271411,0.248176,0.091794,0.004632,-0.099644,-0.129221,0.367748,0.198107,0.097776,-0.017660,-0.052973,-0.120252,-0.140174,-0.208655,-0.222832,-0.151191,-0.233051,-0.243431,-0.259912,-0.263431,-0.246226
20Y-1M,0.890859,0.879572,0.861027,0.903019,0.867283,0.934303,0.962918,0.984078,1.000000,0.995657,0.671656,0.641471,0.755777,0.656636,0.819795,0.872461,0.894011,0.880340,0.843478,0.382461,0.470147,0.324923,0.597129,0.607720,0.544306,0.369990,0.306810,0.357268,0.178079,0.471105,0.421159,0.336580,0.210275,0.169136,-0.369350,0.308997,0.192707,0.121010,0.051605,0.028258,0.479729,0.321608,0.228439,0.138180,0.106759,-0.006740,-0.016853,-0.050084,-0.060645,-0.025709,-0.065336,-0.074829,-0.084145,-0.090600,-0.095052
30Y-1M,0.873753,0.840197,0.816776,0.869914,0.826440,0.903586,0.937554,0.965525,0.995657,1.000000,0.613039,0.580100,0.713404,0.602881,0.781454,0.843143,0.877475,0.890338,0.868548,0.330486,0.473372,0.303590,0.607188,0.638736,0.594258,0.437812,0.381797,0.396807,0.187309,0.514152,0.481309,0.406031,0.287239,0.250429,-0.426941,0.325072,0.233108,0.171997,0.119221,0.103090,0.531378,0.379699,0.290765,0.211342,0.185115,0.048297,0.043417,0.024823,0.020286,0.036045,0.013290,0.009833,-0.003723,-0.003232,-0.001963
6M-3M,0.623331,0.876114,0.899632,0.814731,0.850691,0.811169,0.794537,0.770938,0.671656,0.613039,1.000000,0.974768,0.852021,0.874262,0.852092,0.831258,0.777019,0.565204,0.443103,0.637462,0.187312,0.279291,0.199146,0.065219,-0.067736,-0.308690,-0.381289,-0.187168,-0.087355,-0.149360,-0.277265,-0.345279,-0.476462,-0.515864,0.202971,0.032399,-0.180726,-0.260641,-0.449360,-0.504399,-0.117812,-0.234150,-0.286968,-0.440726,-0.487033,-0.367080,-0.375731,-0.548135,-0.587887,-0.361596,-0.590490,-0.625786,-0.673076,-0.689745,-0.659435
1Y-3M,0.581103,0.837670,0.890257,0.827620,0.865705,0.811423,0.784818,0.748237,0.641471,0.580100,0.974768,1.000000,0.914617,0.938608,0.892018,0.855572,0.778672,0.554643,0.428195,0.793365,0.340378,0.443150,0.309130,0.144870,-0.032333,-0.296634,-0.375512,-0.092172,0.031244,-0.113951,-0.279254,-0.381415,-0.514750,-0.553526,0.218422,-0.064586,-0.290044,-0.375137,-0.544245,-0.591577,-0.198498,-0.325298,-0.387521,-0.526853,-0.566851,-0.454007,-0.475127,-0.626349,-0.658608,-0.467187,-0.660076,-0.686949,-0.709805,-0.724606,-0.687408
2Y-3M,0.654239,0.822393,0.882942,0.914960,0.927382,0.896297,0.866623,0.827158,0.755777,0.713404,0.852021,0.914617,1.000000,0.976314,0.973774,0.932231,0.848633,0.685234,0.588139,0.833394,0.673835,0.695710,0.633593,0.457636,0.238037,-0.028182,-0.107686,0.318299,0.370012,0.242882,0.022278,-0.147820,-0.287451,-0.325167,0.008106,-0.077266,-0.325515,-0.414856,-0.501429,-0.520108,-0.061357,-0.253582,-0.347767,-0.436533,-0.457537,-0.503988,-0.521985,-0.570654,-0.572874,-0.508183,-0.563013,-0.561521,-0.531246,-0.533778,-0.489825
3Y-3M,0.570820,0.781900,0.849813,0.857046,0.896240,0.839293,0.797268,0.747392,0.656636,0.602881,0.874262,0.938608,0.976314,1.000000,0.950928,0.888578,0.787686,0.592839,0.478743,0.855550,0.598001,0.710310,0.559765,0.347540,0.112541,-0.156072,-0.239139,0.203717,0.374144,0.142897,-0.103462,-0.274287,-0.408709,-0.448732,0.224263,-0.074477,-0.374171,-0.475289,-0.580031,-0.608606,-0.209693,-0.392597,-0.472821,-0.559339,-0.583070,-0.595939,-0.606314,-0.665494,-0.675148,-0.580006,-0.653104,-0.661116,-0.622674,-0.636937,-0.606717
5Y-3M,0.671117,0.832833,0.879618,0.909125,0.921576,0.920044,0.902709,0.876684,0.819795,0.781454,0.852092,0.892018,0.973774,0.950928,1.000000,0.981378,0.922355,0.783519,0.690634,0.755196,0.624524,0.645394,0.682599,0.545758,0.354791,0.085071,-0.002051,0.306697,0.357211,0.347410,0.155611,-0.004658,-0.161635,-0.209280,0.008905,0.151598,-0.124675,-0.238887,-0.350174,-0.381937,0.103129,-0.099853,-0.201721,-0.305675,-0.336643,-0.403027,-0.416337,-0.472817,-0.483412,-0.404308,-0.472666,-0.481178,-0.461095,-0.471845,-0.449820
7Y-3M,0.676633,0.825988,0.862112,0.888561,0.887902,0.912431,0.915904,0.909278,0.872461,0.843143,0.831258,0.855572,0.932231,0.888578,0.981378,1.000000,0.976620,0.873114,0.793517,0.686215,0.575980,0.552278,0.676822,0.608918,0.467870,0.208383,0.121508,0.289840,0.274540,0.382089,0.258168,0.131004,-0.029733,-0.079908,-0.092145,0.250475,0.038701,-0.067672,-0.189094,-0.225876,0.244717,0.073041,-0.024383,-0.140530,-0.177464,-0.219724,-0.240456,-0.316266,-0.334309,-0.246238,-0.337339,-0.352236,-0.357697,-0.368447,-0.355906
10Y-3M,0.644698,0.779624,0.800788,0.824215,0.811339,0.862184,0.885705,0.904145,0.894011,0.877475,0.777019,0.778672,0.848633,0.787686,0.922355,0.976620,1.000000,0.945476,0.886444,0.568698,0.495671,0.431362,0.642042,0.644344,0.575398,0.343904,0.262799,0.264261,0.188947,0.411893,0.358310,0.283002,0.128356,0.078645,-0.181906,0.355017,0.208455,0.129253,0.006835,-0.032337,0.382539,0.245517,0.170427,0.051954,0.012050,-0.031359,-0.032743,-0.120162,-0.143953,-0.032125,-0.150303,-0.172552,-0.211844,-0.221503,-0.220284
20Y-3M,0.568775,0.628642,0.631712,0.691242,0.655779,0.743568,0.787694,0.832062,0.880340,0.890338,0.565204,0.554643,0.685234,0.592839,0.783519,0.873114,0.945476,1.000000,0.986434,0.373070,0.488030,0.353086,0.677844,0.760795,0.764190,0.610190,0.543460,0.387118,0.226646,0.571501,0.584406,0.545133,0.427880,0.383208,-0.346468,0.456501,0.389208,0.341770,0.286547,0.259733,0.570183,0.461620,0.404087,0.335964,0.304505,0.180604,0.198109,0.177064,0.160256,0.203286,0.164404,0.144003,0.118006,0.103078,0.064112
