,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,1.000000,0.778809,0.604653,0.436477,0.384152,0.350919,0.340937,0.341903,0.349157,0.357429,0.172228,0.184240,0.161329,0.168026,0.181883,0.181656,0.168707,0.152487,0.141394,0.130722,0.112106,0.120954,0.138085,0.135339,0.115040,0.091128,0.073348,0.087446,0.090789,0.102461,0.096101,0.067450,0.042459,0.025789,0.063847,0.055163,0.033391,-0.008736,-0.027027,-0.053484,0.022163,-0.003580,-0.055161,-0.067404,-0.093945,-0.070726,-0.127285,-0.110775,-0.131261,-0.155615,-0.111877,-0.135499,-0.051377,-0.090758,-0.138913
6M-1M,0.778809,1.000000,0.883648,0.669953,0.606434,0.553958,0.528820,0.493687,0.449901,0.444290,0.625840,0.442959,0.391146,0.373243,0.353647,0.338796,0.312000,0.275641,0.255705,0.176852,0.219711,0.226084,0.230490,0.220197,0.191034,0.143386,0.117238,0.221652,0.210598,0.193580,0.174478,0.133352,0.074035,0.047383,0.127915,0.093672,0.061877,0.011650,-0.044802,-0.076818,0.039131,0.006114,-0.052116,-0.104954,-0.135712,-0.069945,-0.135083,-0.168840,-0.190642,-0.169890,-0.187858,-0.209456,-0.154634,-0.200669,-0.183373
1Y-1M,0.604653,0.883648,1.000000,0.959124,0.895800,0.801375,0.736684,0.656302,0.560667,0.511881,0.530278,0.646463,0.590621,0.562262,0.518408,0.489888,0.450376,0.386444,0.356058,0.496688,0.477288,0.460211,0.429178,0.401827,0.357864,0.280107,0.242964,0.391770,0.373723,0.330861,0.297456,0.243006,0.141377,0.101172,0.242108,0.183848,0.138283,0.077741,-0.036376,-0.077824,0.105908,0.057373,-0.010814,-0.129736,-0.165890,-0.052675,-0.120913,-0.239647,-0.259962,-0.167588,-0.290589,-0.303889,-0.302397,-0.355247,-0.236788
2Y-1M,0.436477,0.669953,0.959124,1.000000,1.000000,1.000000,0.959460,0.845706,0.720760,0.656441,0.465554,0.630720,0.799485,0.773972,0.714603,0.664487,0.601141,0.506372,0.462717,0.518504,0.731147,0.707004,0.651444,0.598698,0.528554,0.419033,0.368585,0.754333,0.695436,0.601754,0.531978,0.443276,0.301171,0.244503,0.412817,0.339530,0.266872,0.181977,0.014679,-0.034509,0.242043,0.160586,0.069877,-0.111952,-0.152637,-0.007003,-0.084921,-0.288876,-0.302801,-0.150129,-0.378221,-0.373782,-0.455895,-0.486023,-0.246275
3Y-1M,0.384152,0.606434,0.895800,1.000000,1.000000,1.000000,1.000000,0.933016,0.812161,0.738805,0.438525,0.620221,0.801605,0.824748,0.783050,0.737833,0.673241,0.576867,0.531257,0.524595,0.744505,0.770342,0.729415,0.680318,0.607999,0.496603,0.444218,0.765974,0.776667,0.696234,0.629237,0.536240,0.393001,0.332380,0.575091,0.466927,0.385718,0.287353,0.113749,0.057261,0.330876,0.249505,0.149424,-0.040437,-0.086847,0.067725,-0.022814,-0.240598,-0.257234,-0.108962,-0.350600,-0.344707,-0.458744,-0.474907,-0.227976
5Y-1M,0.350919,0.553958,0.801375,1.000000,1.000000,1.000000,1.000000,1.000000,0.944091,0.866508,0.409807,0.603235,0.778906,0.824773,0.842243,0.817499,0.763467,0.678814,0.634072,0.522063,0.731913,0.780457,0.799046,0.769776,0.706902,0.606811,0.554490,0.741718,0.786992,0.781913,0.735675,0.650000,0.520563,0.457286,0.633091,0.604664,0.530346,0.424975,0.259930,0.194779,0.498470,0.410455,0.292163,0.107045,0.049144,0.190322,0.083462,-0.131026,-0.155217,-0.030048,-0.263255,-0.261948,-0.401965,-0.403092,-0.187748
7Y-1M,0.340937,0.528820,0.736684,0.959460,1.000000,1.000000,1.000000,1.000000,1.000000,0.954345,0.396221,0.591433,0.745981,0.801420,0.845734,0.850459,0.811211,0.744309,0.702924,0.517358,0.701781,0.760695,0.807001,0.807921,0.759121,0.676437,0.626572,0.694422,0.760008,0.791048,0.780188,0.708125,0.598242,0.536169,0.645611,0.648906,0.607499,0.505276,0.357132,0.288120,0.553732,0.501649,0.379115,0.209394,0.145326,0.313864,0.176222,-0.024131,-0.057945,0.026829,-0.179727,-0.184723,-0.326898,-0.320975,-0.152021
10Y-1M,0.341903,0.493687,0.656302,0.845706,0.933016,1.000000,1.000000,1.000000,1.000000,1.000000,0.378292,0.574922,0.706333,0.766211,0.829642,0.852636,0.846794,0.802523,0.769674,0.507156,0.665079,0.728927,0.795651,0.815469,0.800090,0.739791,0.697148,0.636439,0.716855,0.778766,0.790393,0.755598,0.669512,0.613384,0.640193,0.672314,0.650058,0.578998,0.450846,0.381314,0.591073,0.556920,0.462224,0.310317,0.242586,0.379907,0.270507,0.086248,0.044711,0.128767,-0.063938,-0.079134,-0.238732,-0.224278,-0.104798
20Y-1M,0.349157,0.449901,0.560667,0.720760,0.812161,0.944091,1.000000,1.000000,1.000000,1.000000,0.358299,0.547585,0.640223,0.701450,0.781900,0.823800,0.838186,0.845678,0.822592,0.479090,0.597650,0.664153,0.748985,0.788838,0.793829,0.786698,0.752704,0.550867,0.642461,0.733150,0.770427,0.758613,0.733168,0.683162,0.608575,0.668452,0.671876,0.617963,0.551164,0.480655,0.607595,0.600896,0.517350,0.428006,0.354548,0.451805,0.342598,0.228106,0.173637,0.193434,0.089388,0.056379,-0.062637,-0.058294,-0.052640
30Y-1M,0.357429,0.444290,0.511881,0.656441,0.738805,0.866508,0.954345,1.000000,1.000000,1.000000,0.349733,0.525027,0.600321,0.664470,0.752233,0.801341,0.827565,0.848941,0.846255,0.462408,0.557982,0.627924,0.720908,0.768654,0.786273,0.793092,0.780494,0.502618,0.599947,0.702063,0.749216,0.752727,0.744071,0.717138,0.584791,0.656698,0.669579,0.630188,0.581368,0.530352,0.601532,0.605768,0.536452,0.466074,0.409850,0.467872,0.371768,0.278695,0.240553,0.224315,0.147643,0.131338,0.003184,0.039814,0.030381
