,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6M-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Y-1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6M-3M,,,,,,,,,,,1.000000,0.813114,0.826570,0.788663,0.770554,0.678595,0.637141,0.532478,0.521346,-0.395423,-0.218274,-0.203346,-0.235350,-0.252990,-0.337933,-0.242195,-0.222337,0.264471,0.238379,0.115163,0.019828,-0.088316,-0.043763,-0.030297,-0.031070,-0.093732,-0.162045,-0.279903,-0.164488,-0.138990,-0.064050,-0.150199,-0.271587,-0.157672,-0.131114,-0.164502,-0.348129,-0.169399,-0.139797,-0.362854,-0.143902,-0.101208,0.043525,0.063577,0.064233
1Y-3M,,,,,,,,,,,0.813114,1.000000,0.928646,0.931692,0.834656,0.755580,0.729899,0.578935,0.535245,0.213139,0.267347,0.297147,0.125970,0.062734,-0.016108,-0.029616,-0.053586,0.089244,0.189814,-0.063129,-0.095636,-0.185783,-0.145945,-0.161028,0.180753,-0.195999,-0.196402,-0.289207,-0.212898,-0.226340,-0.265948,-0.275268,-0.362273,-0.259660,-0.266393,-0.105983,-0.265693,-0.179294,-0.206268,-0.305136,-0.202749,-0.237605,-0.047174,-0.104716,-0.161004
2Y-3M,,,,,,,,,,,0.826570,0.928646,1.000000,0.977477,0.940053,0.880545,0.839087,0.728611,0.696871,0.077964,0.368843,0.350424,0.267708,0.211899,0.102205,0.130477,0.120068,0.452363,0.479710,0.240273,0.183009,0.059292,0.096192,0.083931,0.072704,-0.090552,-0.070678,-0.216116,-0.076119,-0.076205,-0.117064,-0.102327,-0.246790,-0.094870,-0.092397,-0.015446,-0.251557,-0.053148,-0.057331,-0.411284,-0.071925,-0.075086,0.142791,0.113170,-0.032753
3Y-3M,,,,,,,,,,,0.788663,0.931692,0.977477,1.000000,0.921760,0.884550,0.848299,0.734678,0.695791,0.146394,0.392393,0.441608,0.293276,0.260647,0.155757,0.169748,0.149842,0.384570,0.533495,0.202327,0.185307,0.068774,0.100969,0.080274,0.281548,-0.080105,-0.018918,-0.160796,-0.041683,-0.054169,-0.220267,-0.139256,-0.270877,-0.112759,-0.118219,0.059194,-0.175094,-0.012775,-0.032991,-0.387096,-0.063863,-0.087160,0.138321,0.089411,-0.083322
5Y-3M,,,,,,,,,,,0.770554,0.834656,0.940053,0.921760,1.000000,0.958873,0.935626,0.859173,0.846420,0.023678,0.357411,0.343439,0.438122,0.379310,0.282603,0.327889,0.336754,0.517373,0.547964,0.496982,0.418941,0.314142,0.334341,0.332581,0.081952,0.254502,0.209500,0.060387,0.182098,0.194355,0.175203,0.176351,0.029725,0.162590,0.174541,0.061551,-0.147020,0.106878,0.134602,-0.342110,0.122064,0.159963,0.305202,0.324849,0.141707
7Y-3M,,,,,,,,,,,0.678595,0.755580,0.880545,0.884550,0.958873,1.000000,0.980749,0.949421,0.939421,0.053251,0.406096,0.418376,0.505101,0.538940,0.440325,0.509733,0.518230,0.547701,0.631510,0.547045,0.579793,0.476663,0.510923,0.503429,0.176671,0.303152,0.410543,0.243855,0.381128,0.385839,0.166223,0.338723,0.179217,0.339003,0.343310,0.342318,0.093293,0.346507,0.366896,-0.332671,0.290038,0.323346,0.472396,0.489939,0.186500
10Y-3M,,,,,,,,,,,0.637141,0.729899,0.839087,0.848299,0.935626,0.980749,1.000000,0.958325,0.952110,0.082306,0.402671,0.421139,0.528117,0.561123,0.510093,0.555281,0.566637,0.498130,0.593325,0.545383,0.582481,0.536052,0.543514,0.538452,0.193853,0.352830,0.449787,0.349801,0.441221,0.446806,0.199785,0.370976,0.279937,0.395140,0.400010,0.351577,0.211602,0.400136,0.423994,-0.142117,0.367299,0.402081,0.451271,0.483090,0.216594
20Y-3M,,,,,,,,,,,0.532478,0.578935,0.728611,0.734678,0.859173,0.949421,0.958325,1.000000,0.991001,0.019771,0.383966,0.392932,0.559148,0.639887,0.576004,0.692280,0.696684,0.564445,0.637732,0.644700,0.722646,0.662586,0.722151,0.702612,0.159196,0.442850,0.596394,0.465255,0.627479,0.616326,0.295949,0.533656,0.410172,0.591248,0.576507,0.494493,0.306504,0.600581,0.606485,-0.184573,0.575878,0.580567,0.687400,0.687952,0.207645
30Y-3M,,,,,,,,,,,0.521346,0.535245,0.696871,0.695791,0.846420,0.939421,0.952110,0.991001,1.000000,-0.030484,0.347315,0.347250,0.555401,0.639482,0.580837,0.691455,0.716071,0.584259,0.634355,0.690427,0.761792,0.707609,0.748298,0.747484,0.119736,0.495616,0.636412,0.508760,0.650462,0.662006,0.362603,0.590866,0.469376,0.624296,0.630952,0.501544,0.324398,0.603023,0.641599,-0.163898,0.574487,0.628111,0.675091,0.727664,0.336711
1Y-6M,,,,,,,,,,,-0.395423,0.213139,0.077964,0.146394,0.023678,0.053251,0.082306,0.019771,-0.030484,1.000000,0.788202,0.810168,0.593786,0.523614,0.541779,0.359777,0.288623,-0.303078,-0.100596,-0.292904,-0.184184,-0.144913,-0.156832,-0.203233,0.337358,-0.151943,-0.037920,0.013460,-0.059849,-0.123856,-0.312134,-0.182245,-0.115788,-0.145074,-0.200274,0.108876,0.165075,0.001418,-0.090829,0.127553,-0.078387,-0.205044,-0.147488,-0.271941,-0.361858
2Y-6M,,,,,,,,,,,-0.218274,0.267347,0.368843,0.392393,0.357411,0.406096,0.402671,0.383966,0.347315,0.788202,1.000000,0.943410,0.852845,0.785210,0.735291,0.626205,0.575363,0.347584,0.438089,0.226419,0.284571,0.248657,0.239058,0.195561,0.177370,-0.002212,0.145062,0.087526,0.139663,0.097405,-0.097199,0.070623,0.020608,0.095895,0.056322,0.244886,0.138748,0.187602,0.131462,-0.113882,0.112938,0.036950,0.175704,0.091229,-0.162867
3Y-6M,,,,,,,,,,,-0.203346,0.297147,0.350424,0.441608,0.343439,0.418376,0.421139,0.392932,0.347250,0.810168,0.943410,1.000000,0.810485,0.784265,0.741184,0.623756,0.563077,0.226487,0.501724,0.154149,0.266165,0.238401,0.224655,0.172049,0.493704,0.009217,0.206343,0.152393,0.173655,0.116562,-0.257307,-0.002580,-0.035046,0.050521,0.003071,0.334322,0.229186,0.226859,0.151466,-0.086940,0.108294,0.008891,0.156761,0.049609,-0.226424
5Y-6M,,,,,,,,,,,-0.235350,0.125970,0.267708,0.293276,0.438122,0.505101,0.528117,0.559148,0.555401,0.593786,0.852845,0.810485,1.000000,0.935199,0.907531,0.841563,0.827074,0.415929,0.499374,0.595411,0.610864,0.603581,0.571545,0.549870,0.168786,0.520276,0.547997,0.486841,0.509658,0.492388,0.357494,0.480743,0.428357,0.470298,0.451067,0.325861,0.266796,0.401885,0.402410,-0.009924,0.389082,0.386660,0.404007,0.405685,0.125493
7Y-6M,,,,,,,,,,,-0.252990,0.062734,0.211899,0.260647,0.379310,0.538940,0.561123,0.639887,0.639482,0.523614,0.785210,0.784265,0.935199,1.000000,0.967521,0.949149,0.937568,0.418112,0.558423,0.588475,0.740939,0.729122,0.723154,0.697840,0.268335,0.506792,0.726584,0.642190,0.690641,0.667605,0.292395,0.618400,0.547516,0.627340,0.602556,0.639539,0.522119,0.650673,0.643580,-0.022057,0.547054,0.541965,0.572305,0.572416,0.171986
10Y-6M,,,,,,,,,,,-0.337933,-0.016108,0.102205,0.155757,0.282603,0.440325,0.510093,0.576004,0.580837,0.541779,0.735291,0.741184,0.907531,0.967521,1.000000,0.948340,0.940047,0.313135,0.458498,0.537458,0.689149,0.753138,0.712530,0.691321,0.271389,0.535447,0.730076,0.739507,0.722342,0.700708,0.315438,0.620619,0.644914,0.658466,0.634776,0.612892,0.646887,0.677654,0.673752,0.231388,0.609102,0.603931,0.502482,0.518958,0.192805
20Y-6M,,,,,,,,,,,-0.242195,-0.029616,0.130477,0.169748,0.327889,0.509733,0.555281,0.692280,0.691455,0.359777,0.626205,0.623756,0.841563,0.949149,0.948340,1.000000,0.988119,0.421516,0.527766,0.640799,0.811421,0.834776,0.865068,0.831191,0.208965,0.587523,0.821760,0.771923,0.859475,0.824952,0.393834,0.739749,0.701695,0.812134,0.772596,0.707052,0.648122,0.832830,0.814360,0.097784,0.782776,0.751754,0.750819,0.734356,0.183249
30Y-6M,,,,,,,,,,,-0.222337,-0.053586,0.120068,0.149842,0.336754,0.518230,0.566637,0.696684,0.716071,0.288623,0.575363,0.563077,0.827074,0.937568,0.940047,0.988119,1.000000,0.451197,0.529776,0.694629,0.854148,0.880704,0.890748,0.878804,0.162216,0.642927,0.859669,0.810230,0.877720,0.870052,0.466676,0.797942,0.758430,0.842249,0.828130,0.707588,0.655400,0.827537,0.847396,0.109553,0.774077,0.800421,0.735707,0.779370,0.332159
2Y-1Y,,,,,,,,,,,0.264471,0.089244,0.452363,0.384570,0.517373,0.547701,0.498130,0.564445,0.584259,-0.303078,0.347584,0.226487,0.415929,0.418112,0.313135,0.421516,0.451197,1.000000,0.831646,0.796878,0.721278,0.605831,0.609129,0.612470,-0.239343,0.228074,0.282403,0.115025,0.307452,0.339537,0.325056,0.387028,0.208326,0.369527,0.392351,0.213319,-0.036659,0.288340,0.341956,-0.370685,0.294314,0.369622,0.496789,0.555598,0.299130
3Y-1Y,,,,,,,,,,,0.238379,0.189814,0.479710,0.533495,0.547964,0.631510,0.593325,0.637732,0.634355,-0.100596,0.438089,0.501724,0.499374,0.558423,0.458498,0.527766,0.529776,0.831646,1.000000,0.693858,0.723544,0.618470,0.612729,0.591913,0.340117,0.239858,0.406174,0.238788,0.383054,0.380605,0.023888,0.264552,0.111382,0.299826,0.300747,0.406766,0.145393,0.382946,0.391110,-0.335783,0.299474,0.317665,0.483706,0.485491,0.149679
5Y-1Y,,,,,,,,,,,0.115163,-0.063129,0.240273,0.202327,0.496982,0.547045,0.545383,0.644700,0.690427,-0.292904,0.226419,0.154149,0.595411,0.588475,0.537458,0.640799,0.694629,0.796878,0.693858,1.000000,0.909805,0.861937,0.835771,0.856345,-0.136284,0.769965,0.689054,0.565077,0.665391,0.708780,0.736481,0.753245,0.624635,0.703717,0.735982,0.278511,0.152208,0.476148,0.568882,-0.139155,0.540619,0.664210,0.627354,0.753615,0.510442
7Y-1Y,,,,,,,,,,,0.019828,-0.095636,0.183009,0.185307,0.418941,0.579793,0.582481,0.722646,0.761792,-0.184184,0.284571,0.266165,0.610864,0.740939,0.689149,0.811421,0.854148,0.721278,0.723544,0.909805,1.000000,0.955411,0.957921,0.965293,0.043645,0.704452,0.868143,0.730277,0.843962,0.867840,0.583379,0.857100,0.722935,0.838112,0.853031,0.652005,0.472239,0.749556,0.814089,-0.125993,0.692920,0.786889,0.776523,0.874753,0.483661
10Y-1Y,,,,,,,,,,,-0.088316,-0.185783,0.059292,0.068774,0.314142,0.476663,0.536052,0.662586,0.707609,-0.144913,0.248657,0.238401,0.603581,0.729122,0.753138,0.834776,0.880704,0.605831,0.618470,0.861937,0.955411,1.000000,0.961527,0.972877,0.055429,0.749241,0.889111,0.859998,0.897170,0.921800,0.615630,0.873222,0.849805,0.888680,0.903997,0.636269,0.632301,0.796611,0.864218,0.172552,0.778375,0.871421,0.706948,0.823752,0.510187
20Y-1Y,,,,,,,,,,,-0.043763,-0.145945,0.096192,0.100969,0.334341,0.510923,0.543514,0.722151,0.748298,-0.156832,0.239058,0.224655,0.571545,0.723154,0.712530,0.865068,0.890748,0.609129,0.612729,0.835771,0.957921,0.961527,1.000000,0.989089,0.039807,0.703588,0.890225,0.809847,0.941936,0.939807,0.584697,0.881012,0.805001,0.937647,0.925474,0.689880,0.597287,0.880791,0.910838,0.034925,0.870717,0.905978,0.874043,0.923530,0.388526
30Y-1Y,,,,,,,,,,,-0.030297,-0.161028,0.083931,0.080274,0.332581,0.503429,0.538452,0.702612,0.747484,-0.203233,0.195561,0.172049,0.549870,0.697840,0.691321,0.831191,0.878804,0.612470,0.591913,0.856345,0.965293,0.972877,0.989089,1.000000,-0.002246,0.733217,0.898041,0.821875,0.927430,0.951489,0.632813,0.906847,0.833317,0.933632,0.946703,0.669353,0.587973,0.845575,0.911860,0.048463,0.830679,0.920745,0.825879,0.932558,0.520031
3Y-2Y,,,,,,,,,,,-0.031070,0.180753,0.072704,0.281548,0.081952,0.176671,0.193853,0.159196,0.119736,0.337358,0.177370,0.493704,0.168786,0.268335,0.271389,0.208965,0.162216,-0.239343,0.340117,-0.136284,0.043645,0.055429,0.039807,-0.002246,1.000000,0.033153,0.231948,0.222724,0.149103,0.090486,-0.508699,-0.192852,-0.158041,-0.101538,-0.138581,0.349971,0.316294,0.181279,0.104759,0.040630,0.025216,-0.070509,0.004456,-0.092012,-0.244851
5Y-2Y,,,,,,,,,,,-0.093732,-0.195999,-0.090552,-0.080105,0.254502,0.303152,0.352830,0.442850,0.495616,-0.151943,-0.002212,0.009217,0.520276,0.506792,0.535447,0.587523,0.642927,0.228074,0.239858,0.769965,0.704452,0.749241,0.703588,0.733217,0.033153,1.000000,0.812222,0.789201,0.747629,0.783667,0.843606,0.805168,0.786643,0.743834,0.771725,0.223547,0.284019,0.462828,0.555650,0.167248,0.560421,0.680062,0.486351,0.627723,0.506701
7Y-2Y,,,,,,,,,,,-0.162045,-0.196402,-0.070678,-0.018918,0.209500,0.410543,0.449787,0.596394,0.636412,-0.037920,0.145062,0.206343,0.547997,0.726584,0.730076,0.821760,0.859669,0.282403,0.406174,0.689054,0.868143,0.889111,0.890225,0.898041,0.231948,0.812222,1.000000,0.928993,0.948561,0.958641,0.575046,0.909736,0.851970,0.895980,0.900288,0.750156,0.680307,0.831506,0.882464,0.091117,0.748786,0.824968,0.719490,0.813397,0.455517
10Y-2Y,,,,,,,,,,,-0.279903,-0.289207,-0.216116,-0.160796,0.060387,0.243855,0.349801,0.465255,0.508760,0.013460,0.087526,0.152393,0.486841,0.642190,0.739507,0.771923,0.810230,0.115025,0.238788,0.565077,0.730277,0.859998,0.809847,0.821875,0.222724,0.789201,0.928993,1.000000,0.922989,0.933161,0.560171,0.842046,0.927430,0.872573,0.877057,0.657610,0.812993,0.809691,0.859715,0.453204,0.783091,0.850963,0.564039,0.672158,0.445147
20Y-2Y,,,,,,,,,,,-0.164488,-0.212898,-0.076119,-0.041683,0.182098,0.381128,0.441221,0.627479,0.650462,-0.059849,0.139663,0.173655,0.509658,0.690641,0.722342,0.859475,0.877720,0.307452,0.383054,0.665391,0.843962,0.897170,0.941936,0.927430,0.149103,0.747629,0.948561,0.922989,1.000000,0.983861,0.563914,0.893208,0.877671,0.968572,0.944302,0.737428,0.732174,0.934729,0.948079,0.198856,0.920112,0.930533,0.838372,0.872849,0.339517
30Y-2Y,,,,,,,,,,,-0.138990,-0.226340,-0.076205,-0.054169,0.194355,0.385839,0.446806,0.616326,0.662006,-0.123856,0.097405,0.116562,0.492388,0.667605,0.700708,0.824952,0.870052,0.339537,0.380605,0.708780,0.867840,0.921800,0.939807,0.951489,0.090486,0.783667,0.958641,0.933161,0.983861,1.000000,0.626451,0.928396,0.910461,0.967079,0.973749,0.713420,0.713886,0.893902,0.951905,0.201947,0.873853,0.951708,0.789332,0.893378,0.502345
5Y-3Y,,,,,,,,,,,-0.064050,-0.265948,-0.117064,-0.220267,0.175203,0.166223,0.199785,0.295949,0.362603,-0.312134,-0.097199,-0.257307,0.357494,0.292395,0.315438,0.393834,0.466676,0.325056,0.023888,0.736481,0.583379,0.615630,0.584697,0.632813,-0.508699,0.843606,0.575046,0.560171,0.563914,0.626451,1.000000,0.797197,0.762537,0.695304,0.739232,0.004543,0.074728,0.301295,0.422365,0.122242,0.469209,0.623699,0.416557,0.590165,0.568030
7Y-3Y,,,,,,,,,,,-0.150199,-0.275268,-0.102327,-0.139256,0.176351,0.338723,0.370976,0.533656,0.590866,-0.182245,0.070623,-0.002580,0.480743,0.618400,0.620619,0.739749,0.797942,0.387028,0.264552,0.753245,0.857100,0.873222,0.881012,0.906847,-0.192852,0.805168,0.909736,0.842046,0.893208,0.928396,0.797197,1.000000,0.926871,0.947148,0.967304,0.607334,0.551248,0.761396,0.845461,0.074571,0.744566,0.862272,0.723875,0.859778,0.564007
10Y-3Y,,,,,,,,,,,-0.271587,-0.362273,-0.246790,-0.270877,0.029725,0.179217,0.279937,0.410172,0.469376,-0.115788,0.020608,-0.035046,0.428357,0.547516,0.644914,0.701695,0.758430,0.208326,0.111382,0.624635,0.722935,0.849805,0.805001,0.833317,-0.158041,0.786643,0.851970,0.927430,0.877671,0.910461,0.762537,0.926871,1.000000,0.922760,0.941513,0.531815,0.702119,0.750571,0.830594,0.443452,0.783499,0.888968,0.569591,0.716110,0.544811
20Y-3Y,,,,,,,,,,,-0.157672,-0.259660,-0.094870,-0.112759,0.162590,0.339003,0.395140,0.591248,0.624296,-0.145074,0.095895,0.050521,0.470298,0.627340,0.658466,0.812134,0.842249,0.369527,0.299826,0.703717,0.838112,0.888680,0.937647,0.933632,-0.101538,0.743834,0.895980,0.872573,0.968572,0.967079,0.695304,0.947148,0.922760,1.000000,0.984901,0.653876,0.657061,0.894809,0.927489,0.189844,0.919361,0.953925,0.842346,0.901299,0.403172
