,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,1.000000,0.758423,0.749364,0.502168,0.508027,0.487357,0.452196,0.450498,0.368638,0.332069,0.015370,0.144308,0.330060,0.412782,0.411561,0.366390,0.349377,0.243085,0.187380,0.111126,0.309335,0.399707,0.402976,0.358453,0.340799,0.237028,0.181947,0.322816,0.411681,0.413070,0.369371,0.355063,0.244928,0.183027,0.482687,0.444453,0.352262,0.281825,0.041284,-0.067845,0.342598,0.054990,-0.143048,-0.291123,-0.347050,-0.432990,-0.400213,-0.406542,-0.426211,-0.316492,-0.373406,-0.398754,-0.399760,-0.432238,-0.425947
6M-1M,0.758423,1.000000,0.651302,0.248381,0.250133,0.257391,0.242985,0.253107,0.226046,0.209909,0.663342,0.233432,0.105719,0.170131,0.194998,0.173588,0.172029,0.128495,0.098438,-0.279568,-0.019180,0.095512,0.136429,0.110707,0.098714,0.045888,0.006781,0.058031,0.146515,0.178626,0.156232,0.152800,0.104321,0.067573,0.236139,0.248472,0.208542,0.194486,0.085780,0.028026,0.238389,0.096027,0.007805,-0.083622,-0.121274,-0.205195,-0.174662,-0.177450,-0.193437,-0.124189,-0.156954,-0.178327,-0.174523,-0.202608,-0.228233
1Y-1M,0.749364,0.651302,1.000000,0.619909,0.587525,0.601793,0.630614,0.674147,0.692227,0.674663,0.138798,0.763366,0.513245,0.528035,0.555338,0.578921,0.615036,0.616235,0.583860,0.546478,0.460380,0.498757,0.533947,0.556061,0.588161,0.588781,0.554612,0.371367,0.449564,0.498509,0.522760,0.555944,0.557291,0.513417,0.505774,0.548954,0.563400,0.562613,0.405581,0.273294,0.548826,0.428523,0.217397,0.019805,-0.090756,-0.127311,-0.209227,-0.220337,-0.283665,-0.250512,-0.242354,-0.314470,-0.226356,-0.340385,-0.531957
2Y-1M,0.502168,0.248381,0.619909,1.000000,0.979250,0.957220,0.928212,0.887094,0.746524,0.676367,-0.195514,0.436508,0.982054,0.973026,0.950310,0.915422,0.869037,0.707893,0.624796,0.510237,0.963720,0.966625,0.949678,0.916671,0.872326,0.719373,0.640123,0.958772,0.957603,0.943101,0.914233,0.872656,0.710656,0.618380,0.887488,0.861775,0.750711,0.543002,0.100799,-0.114743,0.731594,0.297788,-0.228900,-0.512952,-0.630177,-0.624585,-0.780572,-0.771776,-0.814981,-0.806123,-0.782375,-0.824522,-0.732630,-0.812387,-0.842143
3Y-1M,0.508027,0.250133,0.587525,0.979250,1.000000,0.988157,0.961014,0.919929,0.768899,0.694558,-0.199554,0.382397,0.958126,0.994240,0.982030,0.949024,0.902774,0.730413,0.642812,0.467329,0.941820,0.987676,0.981171,0.950036,0.905818,0.741994,0.658364,0.945947,0.986952,0.981691,0.955765,0.916175,0.744144,0.648303,0.962463,0.932951,0.827578,0.624957,0.155329,-0.068899,0.789691,0.348615,-0.198660,-0.515031,-0.639406,-0.628969,-0.795731,-0.798801,-0.844684,-0.828429,-0.816282,-0.860181,-0.773652,-0.854256,-0.878296
5Y-1M,0.487357,0.257391,0.601793,0.957220,0.988157,1.000000,0.988873,0.959900,0.829244,0.759635,-0.164688,0.423883,0.938586,0.984288,0.996399,0.980264,0.947276,0.796309,0.713857,0.477372,0.917082,0.974326,0.992388,0.977576,0.945759,0.802527,0.723414,0.914713,0.971040,0.992338,0.983942,0.958265,0.810161,0.720096,0.965036,0.971698,0.896817,0.721262,0.267932,0.041493,0.874479,0.477503,-0.069162,-0.415822,-0.553494,-0.544359,-0.735290,-0.747617,-0.802773,-0.797134,-0.780477,-0.833794,-0.736015,-0.831206,-0.891835
7Y-1M,0.452196,0.242985,0.630614,0.928212,0.961014,0.988873,1.000000,0.986794,0.891560,0.830660,-0.146417,0.501255,0.914591,0.959961,0.988200,0.995576,0.979840,0.866314,0.793392,0.529737,0.891111,0.948749,0.982817,0.990967,0.975750,0.869110,0.799051,0.869951,0.935343,0.975803,0.991267,0.982688,0.874966,0.794860,0.942164,0.975873,0.942607,0.801249,0.390570,0.167073,0.915794,0.594177,0.065869,-0.290319,-0.440085,-0.413514,-0.636269,-0.654283,-0.720970,-0.739192,-0.706457,-0.771826,-0.653251,-0.768733,-0.885788
10Y-1M,0.450498,0.253107,0.674147,0.887094,0.919929,0.959900,0.986794,1.000000,0.948311,0.903292,-0.128940,0.567968,0.870078,0.916727,0.958125,0.981978,0.993910,0.925773,0.869299,0.573650,0.845881,0.904874,0.951824,0.976038,0.987698,0.925425,0.871232,0.805531,0.881329,0.937620,0.969363,0.988724,0.929848,0.867506,0.903809,0.958646,0.956060,0.869305,0.517183,0.307257,0.929828,0.668926,0.201516,-0.150725,-0.305697,-0.310652,-0.515802,-0.536636,-0.610938,-0.620336,-0.590043,-0.666162,-0.543438,-0.672964,-0.838604
20Y-1M,0.368638,0.226046,0.692227,0.746524,0.768899,0.829244,0.891560,0.948311,1.000000,0.990324,-0.076468,0.674845,0.734488,0.767206,0.829705,0.891253,0.949765,0.991301,0.972901,0.626391,0.708246,0.753973,0.821325,0.882207,0.938904,0.983463,0.965871,0.632649,0.711016,0.793004,0.861685,0.926887,0.984995,0.963790,0.748637,0.844344,0.913117,0.925795,0.737219,0.568994,0.884866,0.785453,0.449606,0.152043,-0.004009,-0.047976,-0.241488,-0.248784,-0.335254,-0.374121,-0.309305,-0.402931,-0.248954,-0.407631,-0.686195
30Y-1M,0.332069,0.209909,0.674663,0.676367,0.694558,0.759635,0.830660,0.903292,0.990324,1.000000,-0.059237,0.684273,0.665882,0.693143,0.760603,0.831574,0.907031,0.986382,0.988771,0.621978,0.640279,0.680150,0.752019,0.822042,0.895206,0.976541,0.979122,0.555995,0.632448,0.720165,0.797776,0.879785,0.978063,0.979798,0.673548,0.779584,0.867943,0.919022,0.793993,0.654092,0.841562,0.795276,0.522793,0.253992,0.109048,0.034657,-0.137604,-0.139649,-0.222021,-0.266415,-0.196554,-0.287107,-0.137156,-0.290544,-0.578609
