,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,1.000000,0.761507,0.754802,0.484656,0.502894,0.500110,0.475665,0.496475,0.430270,0.401755,0.010764,0.130761,0.311844,0.405094,0.420652,0.383905,0.385211,0.282995,0.225271,0.105402,0.294289,0.393564,0.413001,0.376800,0.377220,0.278069,0.221242,0.304134,0.403241,0.422026,0.388047,0.395576,0.294505,0.230780,0.495672,0.485125,0.405063,0.358934,0.043604,-0.081161,0.405682,0.056397,-0.163269,-0.290814,-0.332517,-0.416865,-0.378430,-0.384605,-0.398082,-0.297083,-0.352331,-0.371248,-0.379422,-0.401993,-0.383619
6M-1M,0.761507,1.000000,0.679429,0.246286,0.263744,0.291528,0.289680,0.324070,0.322528,0.322960,0.656315,0.257731,0.104101,0.182382,0.226764,0.216197,0.235934,0.210056,0.189655,-0.270631,-0.016049,0.108020,0.165840,0.148739,0.152833,0.110538,0.074936,0.052827,0.155638,0.207665,0.196405,0.215232,0.187271,0.160038,0.271333,0.316756,0.300172,0.336265,0.183064,0.108510,0.349641,0.184962,0.071930,-0.042962,-0.079912,-0.180001,-0.149279,-0.155460,-0.169194,-0.103943,-0.138151,-0.156941,-0.158072,-0.181468,-0.201331
1Y-1M,0.754802,0.679429,1.000000,0.588652,0.562423,0.587056,0.627996,0.696850,0.748888,0.744401,0.169560,0.749018,0.477429,0.499165,0.537066,0.572112,0.633194,0.664232,0.639396,0.522485,0.423748,0.468362,0.513693,0.546542,0.601779,0.631335,0.604051,0.340777,0.420283,0.477144,0.511688,0.568906,0.605045,0.567361,0.487134,0.550965,0.590841,0.637118,0.403481,0.224673,0.583573,0.434085,0.167693,-0.022503,-0.123532,-0.135595,-0.209532,-0.217772,-0.274111,-0.245547,-0.236738,-0.301143,-0.220895,-0.323650,-0.489189
2Y-1M,0.484656,0.246286,0.588652,1.000000,0.981183,0.967519,0.944451,0.915663,0.766311,0.673585,-0.184207,0.400166,0.982223,0.976381,0.963560,0.935484,0.904336,0.729796,0.618668,0.486125,0.965119,0.970904,0.964272,0.938705,0.910791,0.748433,0.644371,0.960599,0.960839,0.956044,0.935778,0.914478,0.747202,0.624271,0.888671,0.880058,0.763010,0.507531,-0.098187,-0.363300,0.752984,0.173380,-0.449646,-0.650157,-0.741564,-0.683413,-0.824345,-0.807414,-0.843535,-0.838388,-0.810742,-0.846749,-0.758357,-0.831217,-0.849064
3Y-1M,0.502894,0.263744,0.562423,0.981183,1.000000,0.991484,0.967240,0.933220,0.763255,0.662308,-0.178504,0.342102,0.957869,0.993971,0.986783,0.957301,0.920401,0.723372,0.602983,0.431426,0.940991,0.987438,0.986627,0.959622,0.925891,0.741242,0.627856,0.947733,0.986654,0.986260,0.965702,0.940647,0.751260,0.619561,0.960485,0.942713,0.828426,0.572553,-0.078738,-0.354702,0.792746,0.194771,-0.458277,-0.682703,-0.776149,-0.703415,-0.855304,-0.848537,-0.884229,-0.874697,-0.857523,-0.891495,-0.811061,-0.879402,-0.879645
5Y-1M,0.500110,0.291528,0.587056,0.967519,0.991484,1.000000,0.988577,0.960952,0.804743,0.705785,-0.132399,0.382144,0.943625,0.985316,0.995992,0.980020,0.950279,0.767938,0.649803,0.431458,0.919390,0.974110,0.991664,0.977483,0.949700,0.778466,0.666294,0.923373,0.972458,0.991560,0.984784,0.966777,0.793846,0.664541,0.959957,0.971518,0.885347,0.651885,0.003086,-0.283332,0.865376,0.307376,-0.366116,-0.622618,-0.728202,-0.643270,-0.822084,-0.822342,-0.865065,-0.868665,-0.845298,-0.885665,-0.794727,-0.873816,-0.897898
7Y-1M,0.475665,0.289680,0.627996,0.944451,0.967240,0.988577,1.000000,0.987209,0.870670,0.782589,-0.106795,0.468713,0.923814,0.962773,0.986549,0.994833,0.981679,0.842244,0.736459,0.487319,0.896091,0.949426,0.980136,0.989564,0.977472,0.848110,0.747708,0.882469,0.937790,0.972602,0.989959,0.987462,0.860989,0.744901,0.935633,0.971683,0.933062,0.741742,0.134852,-0.158552,0.905200,0.437392,-0.234086,-0.510579,-0.631234,-0.520526,-0.736080,-0.740944,-0.795086,-0.824990,-0.783530,-0.835267,-0.721978,-0.821028,-0.896397
10Y-1M,0.496475,0.324070,0.696850,0.915663,0.933220,0.960952,0.987209,1.000000,0.931671,0.862618,-0.077964,0.551759,0.888077,0.924149,0.955459,0.979004,0.992310,0.903433,0.817398,0.537693,0.857101,0.908731,0.947024,0.971171,0.984448,0.904315,0.822906,0.825315,0.886898,0.931587,0.963331,0.986283,0.913986,0.819452,0.896340,0.946777,0.939414,0.811058,0.266339,-0.022770,0.906805,0.508479,-0.108320,-0.389001,-0.518515,-0.429004,-0.632431,-0.638449,-0.700711,-0.724334,-0.682380,-0.745057,-0.624440,-0.738511,-0.859555
20Y-1M,0.430270,0.322528,0.748888,0.766311,0.763255,0.804743,0.870670,0.931671,1.000000,0.983345,-0.003277,0.697280,0.740055,0.752763,0.798645,0.864311,0.929109,0.987563,0.959229,0.607760,0.703440,0.733810,0.786191,0.850998,0.913356,0.976411,0.950520,0.633729,0.690128,0.753676,0.825218,0.895957,0.980744,0.950089,0.707985,0.793346,0.873677,0.881940,0.564123,0.310481,0.829682,0.660287,0.192912,-0.048976,-0.190255,-0.136063,-0.335744,-0.324006,-0.402017,-0.462585,-0.376573,-0.460535,-0.298006,-0.448573,-0.695384
30Y-1M,0.401755,0.322960,0.744401,0.673585,0.662308,0.705785,0.782589,0.862618,0.983345,1.000000,0.030583,0.719301,0.645452,0.649602,0.697918,0.775140,0.859765,0.974834,0.982713,0.601371,0.607662,0.629699,0.684114,0.759929,0.841141,0.958825,0.967953,0.527433,0.580232,0.646968,0.728788,0.817810,0.962057,0.972202,0.601915,0.694378,0.801929,0.868863,0.657496,0.443894,0.754943,0.677555,0.301395,0.088243,-0.041622,-0.022899,-0.200811,-0.182261,-0.255161,-0.326458,-0.231718,-0.311371,-0.152379,-0.295985,-0.553193
