,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,1.000000,0.785544,0.636428,0.472150,0.413954,0.366290,0.345852,0.327971,0.317886,0.308162,0.165401,0.176430,0.187104,0.192195,0.196185,0.191734,0.160078,0.128753,0.105165,0.093056,0.120593,0.128720,0.137756,0.131722,0.090836,0.050925,0.024179,0.109572,0.103690,0.099453,0.089167,0.041356,0.015026,0.014792,0.073212,0.054099,0.027412,0.047194,0.010170,0.011978,0.037137,-0.002468,0.004745,-0.038530,-0.038101,-0.067205,-0.057004,-0.096300,-0.085398,-0.073062,-0.105639,-0.097089,-0.124348,-0.091513,-0.041978
6M-1M,0.785544,1.000000,0.872047,0.641233,0.564760,0.509799,0.485142,0.455174,0.427205,0.427704,0.538988,0.454444,0.411582,0.404767,0.391749,0.377816,0.339618,0.294643,0.265129,0.197307,0.245686,0.257438,0.259956,0.247182,0.194315,0.136199,0.092846,0.228752,0.229573,0.208113,0.185518,0.113912,0.056126,0.024347,0.165351,0.095561,0.054720,0.031435,-0.026148,-0.047811,0.040779,-0.005646,-0.039274,-0.098057,-0.118955,-0.073555,-0.119565,-0.173409,-0.182019,-0.148236,-0.194474,-0.202918,-0.198051,-0.206423,-0.150288
1Y-1M,0.636428,0.872047,1.000000,0.851938,0.782084,0.705260,0.661122,0.610762,0.553407,0.524754,0.539703,0.689701,0.620995,0.608153,0.580448,0.553412,0.508771,0.444772,0.410455,0.554269,0.505204,0.503248,0.484751,0.455396,0.398612,0.316877,0.269645,0.379483,0.387023,0.355151,0.318313,0.230544,0.134415,0.075180,0.283729,0.189555,0.131888,0.043556,-0.048115,-0.099805,0.095572,0.035432,-0.063252,-0.150806,-0.197378,-0.071529,-0.189746,-0.262479,-0.292079,-0.246493,-0.305690,-0.329613,-0.289808,-0.335497,-0.267648
2Y-1M,0.472150,0.641233,0.851938,1.000000,1.000000,0.949619,0.876050,0.799984,0.700037,0.653251,0.536869,0.706953,0.819020,0.806438,0.775477,0.736975,0.686862,0.610822,0.570222,0.615802,0.747347,0.737525,0.710795,0.666252,0.602115,0.504438,0.447965,0.693862,0.680213,0.629936,0.568387,0.466109,0.332921,0.245910,0.418055,0.335988,0.256190,0.094039,-0.021487,-0.104914,0.217125,0.132291,-0.042227,-0.151581,-0.229547,-0.036554,-0.233889,-0.318857,-0.376501,-0.323303,-0.385601,-0.432747,-0.343463,-0.440791,-0.390454
3Y-1M,0.413954,0.564760,0.782084,1.000000,1.000000,1.000000,0.973201,0.899989,0.799178,0.750784,0.531183,0.697649,0.811411,0.840187,0.824002,0.792259,0.750931,0.679904,0.642022,0.621912,0.751857,0.786643,0.773485,0.735598,0.682762,0.590929,0.538132,0.706358,0.748574,0.714017,0.659106,0.571307,0.435650,0.344092,0.570989,0.467063,0.383583,0.191333,0.066571,-0.033155,0.297456,0.223834,0.025725,-0.088014,-0.181097,0.037823,-0.185033,-0.271533,-0.344391,-0.300392,-0.356450,-0.416291,-0.309918,-0.431738,-0.415786
5Y-1M,0.366290,0.509799,0.705260,0.949619,1.000000,1.000000,1.000000,1.000000,0.941960,0.887880,0.507882,0.660679,0.772052,0.814469,0.850793,0.839159,0.818344,0.764644,0.734731,0.601788,0.727961,0.776386,0.818982,0.802291,0.774516,0.701644,0.658253,0.695501,0.755120,0.789789,0.757424,0.702766,0.577219,0.487091,0.602034,0.612052,0.540640,0.331470,0.204947,0.089407,0.472549,0.400103,0.176592,0.056336,-0.054629,0.158520,-0.076731,-0.161308,-0.251500,-0.221704,-0.267331,-0.342752,-0.225686,-0.372573,-0.411921
7Y-1M,0.345852,0.485142,0.661122,0.876050,0.973201,1.000000,1.000000,1.000000,1.000000,0.988258,0.489719,0.630849,0.730232,0.776888,0.832085,0.845983,0.843891,0.805997,0.783345,0.577904,0.691510,0.745262,0.808857,0.820305,0.815259,0.760788,0.727297,0.662918,0.730040,0.792074,0.793315,0.770159,0.660986,0.579795,0.603723,0.658132,0.627854,0.424870,0.303132,0.181583,0.530423,0.502023,0.279248,0.160475,0.041990,0.280423,0.032550,-0.052503,-0.154781,-0.152847,-0.185908,-0.269740,-0.147276,-0.303608,-0.383825
10Y-1M,0.327971,0.455174,0.610762,0.799984,0.899989,1.000000,1.000000,1.000000,1.000000,1.000000,0.461853,0.586488,0.674176,0.721870,0.787628,0.814946,0.847691,0.830158,0.820629,0.543956,0.644055,0.699110,0.775333,0.802125,0.839011,0.807877,0.790383,0.619263,0.689330,0.772438,0.793048,0.828370,0.738809,0.671203,0.586414,0.684627,0.677098,0.514936,0.399063,0.274201,0.572931,0.567191,0.384154,0.267005,0.143256,0.348871,0.152030,0.065210,-0.047244,-0.031314,-0.070435,-0.164564,-0.063128,-0.222851,-0.336816
20Y-1M,0.317886,0.427205,0.553407,0.700037,0.799178,0.941960,1.000000,1.000000,1.000000,1.000000,0.422861,0.525348,0.600685,0.647542,0.721868,0.760782,0.812129,0.838251,0.840192,0.489020,0.575337,0.629826,0.716052,0.756792,0.818182,0.837532,0.835598,0.555664,0.624083,0.723583,0.764334,0.838204,0.807981,0.757769,0.546897,0.683640,0.704595,0.577282,0.510317,0.383923,0.594637,0.618146,0.465894,0.394128,0.265128,0.416353,0.251691,0.213573,0.087508,0.057227,0.078449,-0.032005,0.108834,-0.076198,-0.282593
30Y-1M,0.308162,0.427704,0.524754,0.653251,0.750784,0.887880,0.988258,1.000000,1.000000,1.000000,0.392021,0.486234,0.551640,0.596724,0.673436,0.716383,0.776879,0.811317,0.834816,0.457584,0.532105,0.585013,0.674399,0.720331,0.795170,0.825932,0.851930,0.512898,0.580152,0.685800,0.734460,0.831083,0.815579,0.799489,0.516697,0.667901,0.701532,0.596352,0.540474,0.437531,0.589793,0.626773,0.497656,0.435297,0.328345,0.437548,0.300026,0.268385,0.163608,0.106223,0.133037,0.045463,0.156346,0.011612,-0.179425
6M-3M,0.165401,0.538988,0.539703,0.536869,0.531183,0.507882,0.489719,0.461853,0.422861,0.392021,1.000000,1.000000,0.951183,0.936220,0.915944,0.907708,0.894353,0.876300,0.858428,0.862017,0.873455,0.871712,0.848145,0.838414,0.795755,0.746527,0.667416,0.873763,0.878591,0.810053,0.781155,0.576026,0.392406,0.102979,0.290864,0.115733,0.179447,-0.465496,-0.476903,-0.685464,-0.034979,0.090901,-0.555941,-0.526557,-0.716529,0.175486,-0.669058,-0.608643,-0.781956,-0.783498,-0.693191,-0.825647,-0.315710,-0.783392,-0.921871
