,3M-1M,6M-1M,1Y-1M,2Y-1M,3Y-1M,5Y-1M,7Y-1M,10Y-1M,20Y-1M,30Y-1M,6M-3M,1Y-3M,2Y-3M,3Y-3M,5Y-3M,7Y-3M,10Y-3M,20Y-3M,30Y-3M,1Y-6M,2Y-6M,3Y-6M,5Y-6M,7Y-6M,10Y-6M,20Y-6M,30Y-6M,2Y-1Y,3Y-1Y,5Y-1Y,7Y-1Y,10Y-1Y,20Y-1Y,30Y-1Y,3Y-2Y,5Y-2Y,7Y-2Y,10Y-2Y,20Y-2Y,30Y-2Y,5Y-3Y,7Y-3Y,10Y-3Y,20Y-3Y,30Y-3Y,7Y-5Y,10Y-5Y,20Y-5Y,30Y-5Y,10Y-7Y,20Y-7Y,30Y-7Y,20Y-10Y,30Y-10Y,30Y-20Y
3M-1M,1.000000,0.914553,0.805627,0.745762,0.738975,0.736045,0.726047,0.722704,0.751888,0.775387,0.722676,0.687885,0.683649,0.682312,0.677977,0.670092,0.664216,0.692635,0.704529,0.653317,0.666645,0.666061,0.657561,0.651003,0.642387,0.670838,0.673468,0.660991,0.660455,0.642666,0.636653,0.621556,0.647062,0.600294,0.615572,0.374942,0.475397,0.341647,0.131517,-0.341820,-0.160226,0.197437,-0.049588,-0.236676,-0.458893,0.379054,0.096626,-0.219321,-0.463501,-0.540050,-0.381653,-0.486150,-0.279690,-0.460715,-0.513151
6M-1M,0.914553,1.000000,0.963773,0.917578,0.908910,0.893978,0.893163,0.886787,0.894012,0.896997,0.940487,0.907201,0.883257,0.876921,0.859842,0.860195,0.851719,0.859229,0.855455,0.868419,0.860023,0.854123,0.829985,0.833724,0.821528,0.824330,0.802721,0.839556,0.833853,0.792338,0.802973,0.781457,0.764243,0.653790,0.754329,0.376545,0.583996,0.405909,-0.009270,-0.565447,-0.334456,0.244373,-0.079481,-0.453335,-0.682376,0.593184,0.238595,-0.402920,-0.665157,-0.711077,-0.644853,-0.709238,-0.549710,-0.683145,-0.688022
1Y-1M,0.805627,0.963773,1.000000,0.980312,0.975593,0.964318,0.964946,0.960170,0.952959,0.940320,0.970097,0.984171,0.966501,0.962300,0.949436,0.950059,0.943882,0.937874,0.922317,0.969209,0.952049,0.947414,0.927785,0.931382,0.921928,0.909869,0.875928,0.925343,0.922396,0.886365,0.897393,0.879139,0.838526,0.698563,0.849711,0.469416,0.686926,0.509784,-0.021874,-0.649842,-0.301358,0.324401,-0.012388,-0.521612,-0.779222,0.657514,0.305921,-0.515628,-0.779719,-0.724605,-0.769812,-0.822491,-0.703824,-0.806578,-0.782756
2Y-1M,0.745762,0.917578,0.980312,1.000000,0.999014,0.993395,0.993789,0.990766,0.983363,0.956360,0.941454,0.977958,0.996049,0.994870,0.988272,0.987997,0.984005,0.978917,0.950333,0.975256,0.991993,0.989535,0.977042,0.978941,0.972259,0.962386,0.916388,0.981986,0.979218,0.952965,0.960157,0.946256,0.910398,0.757466,0.903699,0.549537,0.756358,0.587540,0.039651,-0.670120,-0.236722,0.388569,0.053422,-0.494468,-0.811524,0.674391,0.337275,-0.519307,-0.831341,-0.707152,-0.781952,-0.870674,-0.725983,-0.862420,-0.851292
3Y-1M,0.738975,0.908910,0.975593,0.999014,1.000000,0.996743,0.995725,0.993496,0.986147,0.959154,0.932343,0.974207,0.995873,0.996751,0.992731,0.990858,0.987755,0.982845,0.954605,0.974487,0.993482,0.993187,0.983661,0.983596,0.977989,0.968550,0.923689,0.984609,0.984697,0.962596,0.966831,0.954492,0.919530,0.769375,0.921815,0.580505,0.772749,0.609084,0.060258,-0.659967,-0.208232,0.398433,0.068830,-0.485396,-0.808475,0.660084,0.330213,-0.524828,-0.835124,-0.692007,-0.778549,-0.870548,-0.727447,-0.864453,-0.853433
5Y-1M,0.736045,0.893978,0.964318,0.993395,0.996743,1.000000,0.997894,0.997558,0.992587,0.968620,0.909289,0.961270,0.990108,0.993568,0.996623,0.993533,0.992492,0.990272,0.965732,0.967312,0.991012,0.993297,0.991938,0.990186,0.987068,0.981246,0.942543,0.984608,0.987916,0.977312,0.978652,0.969971,0.940968,0.803696,0.939472,0.641776,0.814084,0.663254,0.125860,-0.618503,-0.128679,0.450882,0.132542,-0.432940,-0.779650,0.649535,0.342259,-0.503668,-0.823397,-0.654374,-0.755923,-0.858022,-0.713016,-0.855985,-0.849017
7Y-1M,0.726047,0.893163,0.964946,0.993789,0.995725,0.997894,1.000000,0.999341,0.993503,0.966989,0.916296,0.965029,0.991873,0.993658,0.995550,0.996942,0.995595,0.992573,0.965567,0.969230,0.991778,0.992255,0.989548,0.992986,0.989489,0.982653,0.940675,0.984766,0.985627,0.973128,0.981737,0.972537,0.942067,0.799465,0.926203,0.623808,0.824455,0.671793,0.128781,-0.623868,-0.141693,0.481453,0.156958,-0.422322,-0.780186,0.697482,0.393781,-0.481238,-0.820729,-0.662397,-0.764195,-0.867018,-0.720488,-0.864792,-0.857679
10Y-1M,0.722704,0.886787,0.960170,0.990766,0.993496,0.997558,0.999341,1.000000,0.995278,0.971320,0.908208,0.960179,0.989007,0.991639,0.995590,0.996610,0.996700,0.994949,0.970993,0.966240,0.989923,0.991258,0.990932,0.993853,0.992040,0.986842,0.949117,0.983531,0.985498,0.976360,0.984091,0.977283,0.949433,0.814679,0.931108,0.641561,0.835954,0.691827,0.154774,-0.603495,-0.118372,0.496051,0.181976,-0.400305,-0.764927,0.693474,0.407049,-0.466080,-0.809819,-0.634765,-0.749923,-0.856731,-0.712877,-0.857367,-0.851085
20Y-1M,0.751888,0.894012,0.952959,0.983363,0.986147,0.992587,0.993503,0.995278,1.000000,0.983914,0.896036,0.942614,0.977006,0.980176,0.986652,0.986993,0.988165,0.996323,0.980276,0.946164,0.978125,0.980072,0.982701,0.984786,0.984246,0.990602,0.963163,0.976216,0.978293,0.973436,0.979504,0.974699,0.964228,0.850381,0.924868,0.654851,0.839291,0.703074,0.220502,-0.548556,-0.088279,0.507826,0.204074,-0.333648,-0.718119,0.679962,0.408530,-0.394941,-0.765981,-0.607959,-0.685830,-0.816006,-0.641439,-0.816129,-0.830205
30Y-1M,0.775387,0.896997,0.940320,0.956360,0.959154,0.968620,0.966989,0.971320,0.983914,1.000000,0.881393,0.920099,0.944293,0.948077,0.957775,0.955701,0.959493,0.975670,0.994433,0.919913,0.942520,0.945573,0.952023,0.951447,0.953877,0.969366,0.983649,0.936463,0.940844,0.941633,0.944089,0.943424,0.946364,0.900368,0.900305,0.660811,0.820752,0.703894,0.277008,-0.423996,-0.047035,0.500674,0.227269,-0.265030,-0.608965,0.633947,0.399673,-0.328108,-0.656516,-0.537992,-0.607440,-0.711427,-0.568306,-0.710394,-0.717263
